eoname,KOATUU_2020,KOATUU_2020_reg,year,id,EDRPOU,to_change
"Навчально-виховний комплекс "" Перегонівська загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Голованівської районної ради Кіровоградської області",3521486001,35,"[2016, 2017, 2018]",навчальновиховнийкомплексперегонвськазагальноосвтняшкола3ступдошкльнийнавчальнийзакладголованвськакровоградськаобл,32932925,
Перегонівський ліцей Голованівської районної ради,3521486001,35,"[2019, 2020]",перегонвськийлцейголованвськао,32932925,
Перегонівський ліцей Перегонівської сільської ради Голованівського району Кіровоградської області,3521486001,35,"[2021, 2022, 2023]",перегонвськийлцейперегонвськакровоградськаобл,32932925,
КОМУНАЛЬНИЙ  ЗАКЛАД  ОСВІТИ « НАВЧАЛЬНО - ВИХОВНИЙ КОМПЛЕКС № 92» «ШКОЛА І-ІІІ СТУПЕНІВ – ДОШКІЛЬНИЙ  НАВЧАЛЬНИЙ ЗАКЛАД ( ДИТЯЧИЙ САДОК )» ДНІПРОВСЬКОЇ  МІСЬКОЇ РАДИ,1210138100,12,[2017],навчальновиховнийкомплекс92школа3ступдошкльнийнавчальнийзакладднпровськао,33115382,
КОМУНАЛЬНИЙ ЗАКЛАД ОСВІТИ « НАВЧАЛЬНО - ВИХОВНИЙ КОМПЛЕКС № 92» «ШКОЛА І-ІІІ СТУПЕНІВ – ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ( ДИТЯЧИЙ САДОК )» ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ,1210138100,12,"[2020, 2021]",навчальновиховнийкомплекс92школа3ступдошкльнийнавчальнийзакладднпровськао,33115382,
Середня загальноосвітня школа №92,4610137500,46,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",середнязагальноосвтняшкола92,33115382,22350367
Середня загальноосвітня школа № 8 загальноосвітній навчальний заклад І-ІІІ ступенів,1211900000,12,[2016],середнязагальноосвтняшкола8загальноосвтнйнавчальнийзаклад3ступен,33125799,
Середня загальноосвітня школа № 8-загальноосвітній навчальний заклад І-ІІІ ступенів,1211900000,12,"[2017, 2018]",середнязагальноосвтняшкола8загальноосвтнйнавчальнийзаклад3ступен,33125799,
Середня загальноосвітня школа №8 загальноосвітній навчальний заклад І-ІІІ ступенів,8038000000,80,[2016],середнязагальноосвтняшкола8загальноосвтнйнавчальнийзаклад3ступен,33125799,22877778
Есманьська загальноосвітня школа I-III ступенів Глухівської районної ради Сумської області,5921555500,59,"[2017, 2018, 2019, 2020]",есманьськазагальноосвтняшкола3ступглухвськасумськаобл,33141297,
Есманьська загальноосвітня школа І-ІІІ ступенів Есманьської селищної ради Шосткинського району Сумської області,5921555500,59,[2021],есманьськазагальноосвтняшкола3ступесманьськасумськаобл,33141297,
"Комунальний заклад Есманьської селищної ради ""Есманьська загальноосвітня школа І-ІІІ ступенів"" Шосткинського району Сумської області",5921555500,59,"[2022, 2023]",есманьськаесманьськазагальноосвтняшкола3ступсумськаобл,33141297,
Червонянська загальноосвітня школа I-III ступенів Глухівської районної ради Сумської області,5921555500,59,[2016],червонянськазагальноосвтняшкола3ступглухвськасумськаобл,33141297,
"Пустогородський навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Фіалка"" Глухівської районної ради Сумської області",5921585201,59,"[2016, 2017, 2018]",пустогородськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладфалкаглухвськасумськаобл,33141297,33141171
"Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської районної ради Черкаської області""",7122855100,71,[2019],лисянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназядошкльнийнавчальнийзакладлисянськачеркаськаобл,33220394,
"Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області",7122855100,71,"[2021, 2022]",лисянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназядошкльнийнавчальнийзакладлисянськачеркаськаобл,33220394,
"Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області""",7122855100,71,[2020],лисянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназядошкльнийнавчальнийзакладлисянськачеркаськаобл,33220394,
"Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія"" Лисянської районної ради Черкаської області",7122855100,71,"[2016, 2017, 2018]",лисянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназялисянськачеркаськаобл,33220394,
"опорний заклад ""Лисянський ліцей №1"" Лисянської селищної ради Черкаської області",7122855100,71,[2023],опорнийзакладлисянськийлцей1лисянськачеркаськаобл,33220394,
"Хижинський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" імені Є.К.Тищика Лисянської районної ради Черкаської області",7122887601,71,"[2016, 2018]",хижинськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступменктищикалисянськачеркаськаобл,33220394,33327243
Новостародубська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,3524983701,35,"[2016, 2017, 2018, 2019, 2020]",новостародубськазагальноосвтняшкола3ступпетрвськао,33249675,
Новостародубська загальноосвітня школа І-ІІІ ступенів Петрівської селищної ради Олександрійського району Кіровоградської області,3524983701,35,"[2021, 2022]",новостародубськазагальноосвтняшкола3ступпетрвськакровоградськаобл,33249675,
Новостародубський ліцей Петрівської селищної ради Олександрійського району Кіровоградської області,3524983701,35,[2023],новостародубськийлцейпетрвськакровоградськаобл,33249675,
Чечеліївська філія Новостародубського ліцею Петрівської селищної ради Олександрійського району Кіровоградської області,3524986601,35,[2023],чечелвськафляновостародубськоголцеюпетрвськакровоградськаобл,33249675,
Балаклеївська спеціалізована школа І-ІІІ ступенів №1 імені Є.Гуглі Смілянського району Черкаської області,7123780501,71,"[2016, 2017, 2018, 2019]",балаклевськаспецалзованашкола3ступ1менгуглчеркаськаобл,33319113,
"Балаклеївська філія №1 опорного закладу освіти ""Балаклеївський ліцей імені Євгенії Гуглі"" Балаклеївської сільської ради Черкаської області",7123780501,71,[2023],балаклевськафля1опорногозакладуосвтибалаклевськийлцейменвгенгуглбалаклевськачеркаськаобл,33319113,43925758
Балаклеївський ліцей - заклад загальної середньої освіти імені Євгенії Гуглі Балаклеївської сільської ради Смілянського району Черкаської області,7123780501,71,[2020],балаклевськийлцейзакладзагальнасередньаосвтименвгенгуглбалаклевськачеркаськаобл,33319113,
"Опорний заклад освіти ""Балаклеївський ліцей імені Євгенії Гуглі"" Балаклеївської сільської ради Черкаської області",7123780501,71,"[2021, 2022, 2023]",опорнийзакладосвтибалаклевськийлцейменвгенгуглбалаклевськачеркаськаобл,33319113,
Долинська загальноосвітня школа I-III ступенів №4,2622010100,26,"[2016, 2017]",долинськазагальноосвтняшкола3ступ4,33321337,20565796
Долинська загальноосвітня школа I-III ступенів № 4 Долинської районної державної адміністрації,3521910100,35,[2016],долинськазагальноосвтняшкола3ступ4долинськадержавнаадмнстрац,33321337,
"Комунальний заклад ""Долинська загальноосвітня школа I-III ступенів № 4 Долинської районної ради""",3521910100,35,"[2017, 2018, 2019, 2020]",долинськазагальноосвтняшкола3ступ4долинськао,33321337,
"Комунальний заклад ""Долинський опорний заклад загальної середньої освіти I-III ступенів № 4 Долинської міської ради""",3521910100,35,"[2021, 2022]",долинськийопорнийзакладзагальнасередньаосвти3ступ4долинськао,33321337,
Комунальний заклад «Ліцей №2 Долинської міської ради»,3521910100,35,[2023],лцей2долинськао,33321337,
"Комунальний заклад ""Долинський опорний заклад загальної середньої освіти - гімназія I-III ступенів № 3 Долинської міської ради""",3521910100,35,"[2021, 2022]",долинськийопорнийзакладзагальнасередньаосвтигмназя3ступ3долинськао,33321363,
"Комунальний заклад ""Навчально-виховний комплекс ""Долинська гімназія - загальноосвітня школа I-III ступенів № 3 Долинської районної ради""",3521910100,35,"[2017, 2018, 2019, 2020]",навчальновиховнийкомплексдолинськагмназязагальноосвтняшкола3ступ3долинськао,33321363,
Комунальний заклад «Ліцей №1 Долинської міської ради»,3521910100,35,[2023],лцей1долинськао,33321363,
"Навчально-виховний комплекс ""Долинська гімназія - загальноосвітня школа I-III ступенів № 3"" Долинської районної державної адміністрації",3521910100,35,[2016],навчальновиховнийкомплексдолинськагмназязагальноосвтняшкола3ступ3долинськадержавнаадмнстрац,33321363,
"Варварівська філія І ступеня комунального закладу ""Боківський опорний заклад загальної середньої освіти I-III ступенів Гурівської сільської ради""",3521981301,35,[2023],варварвськафляступбоквськийопорнийзакладзагальнасередньаосвти3ступгурвськао,33321363,44468222
"Верблюзький навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад - центр позашкільної освіти"" Новгородківської районної ради",3523480401,35,"[2016, 2017]",верблюзькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладцентрпозашкльнаосвтиновгородквськао,33329116,
Комунальний заклад «Верблюзький навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад – центр позашкільної освіти» Новгородківської районної ради Кіровоградської області»,3523480401,35,"[2018, 2019, 2020]",верблюзькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладцентрпозашкльнаосвтиновгородквськакровоградськаобл,33329116,
Комунальний заклад «Верблюзький навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад – центр позашкільної освіти» Новгородківської селищної ради Кіровоградської області,3523480401,35,"[2021, 2022]",верблюзькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладцентрпозашкльнаосвтиновгородквськакровоградськаобл,33329116,
"комунальний заклад ""Верблюзький навчально-виховний комплекс ""Загальноосвітня школа I-IІI ступенів - дошкільний навчальний заклад - центр позашкільної освіти"" Новгородківської селищної ради Кіровоградської області",3523480401,35,[2023],верблюзькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладцентрпозашкльнаосвтиновгородквськакровоградськаобл,33329116,
"Петрокорбівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Новгородківської районної ради",3523484701,35,"[2016, 2017]",петрокорбвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладновгородквськао,33329116,33329142
Комунальний заклад «Новгородківський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Новгородківської районної ради Кіровоградської області»,3523455100,35,"[2018, 2019, 2020]",новгородквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладновгородквськакровоградськаобл,33329158,
Комунальний заклад «Новгородківський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Новгородківської селищної ради Кіровоградської області,3523455100,35,"[2021, 2022]",новгородквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладновгородквськакровоградськаобл,33329158,
Ліцей Новгородківської селищної ради Кропивницького району Кіровоградської області,3523455100,35,[2023],лцейновгородквськакровоградськаобл,33329158,
Новгородківська філія Ліцею Новгородківської селищної ради Кропивницького району Кіровоградської області,3523455100,35,[2023],новгородквськафлялцеюновгородквськакровоградськаобл,33329158,
Новгородківська філія імені заслуженого вчителя України П.Ф. Козуля Ліцею Новгородківської селищної ради Кропивницького району Кіровоградської області,3523455100,35,[2023],новгородквськафлямензаслуженоговчителяукранипфкозулялцеюновгородквськакровоградськаобл,33329158,
"Новгородківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів з поглибленим вивченням предметів - центр довузівської підготовки"" Новгородківської районної ради",3523455100,35,"[2016, 2017]",новгородквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступзпоглибленимвивченямпредметвцентрдовузвськапдготовкиновгородквськао,33329158,
Білозернівська філія Ліцею Новгородківської селищної ради Кропивницького району Кіровоградської області,3523482402,35,[2023],блозернвськафлялцеюновгородквськакровоградськаобл,33329158,
"Білозернівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Новгородківської районної ради",3523482402,35,"[2016, 2017]",блозернвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладновгородквськао,33329158,33329205
Бужанська загальноосвітня школа І-ІІІ ступенів Лисянської районної ради Черкаської області,7122881601,71,"[2016, 2017, 2018]",бужанськазагальноосвтняшкола3ступлисянськачеркаськаобл,33329755,
"Комунальний опорний заклад """"Бужанський навчально - виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів - Дошкільний навчальний заклад"" Лисянської районної ради Черкаської області»",7122881601,71,[2019],бужанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладлисянськачеркаськаобл,33329755,
"Комунальний опорний заклад """"Бужанський навчально - виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад"" Бужанської сільської ради Лисянського району Черкаської області»",7122881601,71,"[2020, 2021, 2022]",бужанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладбужанськачеркаськаобл,33329755,
Опорний заклад загальної середньої освіти «Бужанський ліцей Бужанської сільської ради Звенигородського району Черкаської області»,7122881601,71,[2023],опорнийзакладзагальнасередньаосвтибужанськийлцейбужанськачеркаськаобл,33329755,
"Кам'янобрідський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області",7122884001,71,"[2016, 2017]",камянобрдськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступлисянськачеркаськаобл,33329755,33335560
"Озерський НВК КЗ ""Павлівське НВО""",3525285801,35,[2019],озерськийнавчальновиховнийкомплекспавлвськенв,33331779,32994667
"Комунальний заклад ""Павлівське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Світловодської міської ради",3525286901,35,[2021],павлвськенавчальновиховнеобднанязагальноосвтняшкола3ступдошкльнийнавчальнийзакладсвтловодськао,33331779,
"Комунальний заклад ""Павлівське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Світловодської районної ради Кіровоградської області""",3525286901,35,"[2018, 2019, 2020]",павлвськенавчальновиховнеобднанязагальноосвтняшкола3ступдошкльнийнавчальнийзакладсвтловодськакровоградськаобл,33331779,
"Комунальний заклад ""Павлівське навчально-виховне об'єднання Світловодської районної ради Кіровградської області""",3525286901,35,[2017],павлвськенавчальновиховнеобднанясвтловодськакровградськаобл,33331779,
"Комунальний заклад ""Павлівський ліцей ""Гранд"" Світловодської міської ради",3525286901,35,"[2022, 2023]",павлвськийлцейграндсвтловодськао,33331779,
Павлівська загальноосвітня школа І-ІІІ ступенів Світловодської районної державної адміністрації,3525286901,35,[2016],павлвськазагальноосвтняшкола3ступсвтловодськадержавнаадмнстрац,33331779,
Побузька загальноосвітня школа І-ІІІ стенів Побузької селищної ради Голованівського району,3521455500,35,[2016],побузьказагальноосвтняшкола3стенвпобузькао,33351162,
Побузька загальноосвітня школа І-ІІІ ступенів Голованівської районної ради,3521455500,35,"[2017, 2018]",побузьказагальноосвтняшкола3ступголованвськао,33351162,
Побузький ліцей Голованівської районної ради,3521455500,35,"[2019, 2020]",побузькийлцейголованвськао,33351162,
Побузький ліцей Побузької селищної ради,3521455500,35,"[2021, 2022, 2023]",побузькийлцейпобузькао,33351162,
"Сухоташлицький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" (опорний навчальний заклад)Вільшанської районної ради",3524384201,35,"[2018, 2019, 2020]",сухоташлицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладвльшанськао,33351162,38337671
"Комунальний заклад ""Богданівська загальноосвітня школа І-ІІІ ступенів""",1223581301,12,"[2016, 2017, 2018]",богданвськазагальноосвтняшкола3ступен,33361521,26459546
Богданівська загальноосвітня школа І-ІІІ ступенів № 2 Знам'янської районної ради,3522280401,35,"[2016, 2017]",богданвськазагальноосвтняшкола3ступ2знамянськао,33361521,
Ямпільська загальноосвітня школа I-III ступенів № 2 Ямпільської районної ради Сумської області,5925655100,59,"[2016, 2017, 2018, 2019, 2020]",ямпльськазагальноосвтняшкола3ступ2ямпльськасумськаобл,33362504,
Ямпільська загальноосвітня школа І-ІІІ ступенів № 2 Ямпільської селищної ради,5925655100,59,"[2021, 2022, 2023]",ямпльськазагальноосвтняшкола3ступ2ямпльськао,33362504,
Ямпільська загальноосвітня школа I-III ступенів,6820355600,68,"[2016, 2017, 2018]",ямпльськазагальноосвтняшкола3ступен,33362504,23564981
Хорошівська загальноосвітня школа І-ІІІ ступенів з музично-хореографічним профілем Брагинівської сільської ради Петропавлівського району Дніпропетровської області,1223887101,12,[2021],хорошвськазагальноосвтняшкола3ступзмузичнохореографчнимпрофлембрагинвськаднпропетровськаобл,33384994,
Хорошівська загальноосвітня школа І-ІІІ ступенів з музично-хореографічним профілем Брагинівської сільської ради Синельниківського району Дніпропетровської області,1223887101,12,[2022],хорошвськазагальноосвтняшкола3ступзмузичнохореографчнимпрофлембрагинвськаднпропетровськаобл,33384994,
Хорошівська загальноосвітня школа І-ІІІ ступенів з музично-хореографічним профілем Петропавлівської районної ради Дніпропетровської області,1223887101,12,"[2016, 2017, 2018, 2019, 2020]",хорошвськазагальноосвтняшкола3ступзмузичнохореографчнимпрофлемпетропавлвськаднпропетровськаобл,33384994,
Хорошівська загальноосвітня школа I-III ступенів,6820389001,68,"[2016, 2017, 2018]",хорошвськазагальноосвтняшкола3ступен,33384994,23827481
"Комунальний заклад Сумської обласної ради ""Сумська обласна гімназія-інтернат для талановитих та творчо обдарованих дітей""",5910136600,59,"[2022, 2023]",сумськаобласнасумськаобласнагмназянтернатдляталановитихтатворчообдарованихдте,33724309,
Комунальний заклад Сумської обласної ради - Сумська обласна гімназія-інтернат для талановитих та творчо обдарованих дітей,5910136600,59,"[2016, 2017, 2018, 2019, 2020, 2021]",сумськаобласнасумськаобласнагмназянтернатдляталановитихтатворчообдарованихдте,33724309,
"Роменське відділення комунального закладу Сумської обласної ради ""Сумська обласна гімназія-інтернат для талановитих та творчо обдарованих дітей""",5910700000,59,[2017],роменськевддленясумськаобласнасумськаобласнагмназянтернатдляталановитихтатворчообдарованихдте,33724309,
"Кодимський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад""",5122510100,51,[2017],кодимськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла,33775772,
"Кодимський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад""
",5122510100,51,[2016],кодимськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла,33775772,
"Комунальний заклад ""Опорний заклад ""Кодимський заклад загальної середньої освіти №2"" Кодимської міської ради Одеської області",5122510100,51,"[2021, 2022]",опорнийзакладкодимськийзакладзагальнасередньаосвти2кодимськаодеськаобл,33775772,
Комунальний заклад «Опорний заклад «Кодимський ліцей № 2» Кодимської міської ради Подільського району Одеської області,5122510100,51,[2023],опорнийзакладкодимськийлцей2кодимськаодеськаобл,33775772,
"комунальний заклад ""Опорний заклад ""Кодимський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад"" Кодимської районної ради Одеської області",5122510100,51,"[2019, 2020]",опорнийзакладкодимськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл,33775772,
"комунальний заклад опорний заклад ""Кодимський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад"" Кодимської районної ради Одеської області""",5122510100,51,[2018],опорнийзакладкодимськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл,33775772,
" Івашківський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Кодимської районної ради Одеської області
",5122582601,51,[2016],вашквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл,33775772,33775767
"Івашківський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Кодимської районної ради Одеської області",5122582601,51,[2017],вашквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл,33775772,33775767
"Пиріжнянський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Кодимської районної ради Одеської області
",5122584101,51,[2016],пиржнянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл,33775772,33775788
"Відокремлений структурний підрозділ ""Костопільський будівельно-технологічний фаховий коледж Національного університету водного господарства та природокористування""",5623410100,56,"[2021, 2022, 2023]",костопльськийбудвельнотехнологчнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,33871775,
Костопільська філія Рівненського державного базового медичного коледжу,5623410100,56,[2018],костопльськафлярвненськогодержавногобазовогомедичногоколедж,33871775,25833244
Костопільський будівельно-технологічний коледж Національного університету водного господарства та природокористування,5623410100,56,"[2018, 2019, 2020]",костопльськийбудвельнотехнологчнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,33871775,
ВАСИЛІВСЬКИЙ ЛІЦЕЙ ВИГОДЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ,5121081001,51,[2023],василвськийлцейвигодянськао,33952539,
Василівська загальноосвітня школа I-III ступенів Біляївського району,5121081001,51,"[2016, 2017, 2018, 2019, 2020]",василвськазагальноосвтняшкола3ступен,33952539,
Василівський заклад загальної середньої освіти І-ІІІ ступенів Вигодянської сільської ради,5121081001,51,"[2021, 2022]",василвськийзакладзагальнасередньаосвти3ступвигодянськао,33952539,
Василівська загальноосвітня школа I-III ступенів Болградського району Одеської області,5121481001,51,[2016],василвськазагальноосвтняшкола3ступодеськаобл,33952539,26167134
Кам'янська загальноосвітня школа I-III ступенів Біляївського району,5121083201,51,"[2016, 2017, 2018, 2019, 2020]",камянськазагальноосвтняшкола3ступен,34203921,
Кам'янський заклад загальної середньої освіти І-ІІІ ступенів Вигодянської сільської ради,5121083201,51,[2022],камянськийзакладзагальнасередньаосвти3ступвигодянськао,34203921,
Кам'янський заклад загальної середньої освіти Вигодянської сільської ради,5121083201,51,[2021],камянськийзакладзагальнасередньаосвтивигодянськао,34203921,
"Кам'янська загальноосвітня школа I-III ступенів, Роздільнянського району Одеської області",5123982601,51,[2017],камянськазагальноосвтняшкола3ступодеськаобл,34203921,25038050
Чабанівська загальноосвітня школа I-III ступенів,4423188001,44,[2016],чабанвськазагальноосвтняшкола3ступен,34302053,
Чабанівська загальноосвітня школа I-III ступенів Новоайдарської районної ради Луганської області,4423188001,44,"[2017, 2018, 2019, 2020]",чабанвськазагальноосвтняшкола3ступновоайдарськалуганськаобл,34302053,
Чабанівська загальноосвітня школа I-III ступенів,6822489501,68,[2016],чабанвськазагальноосвтняшкола3ступен,34302053,26495499
Петрівська загальноосвітня школа 1-3 ступенів,2625687601,26,[2016],петрвськазагальноосвтняшкола13ступен,34379042,23806510
"Комунальний заклад ""Петропавлівська загальноосвітня школа № 1 I-III ступенів Станично-Луганського району Луганської області""",4424855400,44,"[2017, 2018, 2019]",петропавлвськазагальноосвтняшкола13ступлуганськаобл,34379042,
"Комунальний заклад ""Петропавлівська загальноосвітня школа № 1 І-ІІІ ступенів Станично-Луганського району Луганської області""",4424855400,44,"[2020, 2021]",петропавлвськазагальноосвтняшкола13ступлуганськаобл,34379042,
"Комунальний заклад ""Петрівська загальноосвітня школа № 1 I-III ступенів Станично-Луганського району Луганської області""",4424855400,44,[2016],петрвськазагальноосвтняшкола13ступлуганськаобл,34379042,
Петропавлівський ліцей №1 Щастинської міської територіальної громади,4424855400,44,[2022],петропавлвськийлцей1щастинськатериторальнагромад,34379042,
Вечірня загальноосвітня школа № 38 Кіровоградської міської ради Кіровоградської області,3510136300,35,[2016],вечрнязагальноосвтняшкола38кровоградськакровоградськаобл,34548369,
Кіровоградська вечірня загальноосвітня школа № 38 при Кіровоградській ВК (№6) управління ДПтС України у Кіровоградській області,3510136300,35,[2016],кровоградськавечрнязагальноосвтняшкола38прикровоградськйвкуправлнядптсукраниукровоградськйобл,34548369,
Вишківська загальноосвітня школа І-ІІІ ступенів № 1 Хустської районної державної адміністрації Закарпатської області,2125355300,21,"[2016, 2017, 2018, 2019, 2020]",вишквськазагальноосвтняшкола3ступ1хустськадержавнаадмнстрацзакарпатськаобл,34901019,
Вишківський заклад загальної середньої освіти І-ІІІ ступенів №1 Вишківської селищної ради,2125355300,21,[2021],вишквськийзакладзагальнасередньаосвти3ступ1вишквськао,34901019,
Вишківський заклад загальної середньої освіти І-ІІІ ступенів №1 Вишківської селищної ради Хустського району Закарпатської області,2125355300,21,"[2022, 2023]",вишквськийзакладзагальнасередньаосвти3ступ1вишквськазакарпатськаобл,34901019,
Вишківська загальноосвітня школа I-III ступенів,2622055302,26,"[2016, 2017]",вишквськазагальноосвтняшкола3ступен,34901019,20565827
