eoname,KOATUU_2020,year,id,EDRPOU,KOATUU_2020_reg
Пісківська загальноосвітня школа І-ІІІ ступенів Пісківської сільської ради Костопільського району Рівненської області,5623486501,[2018],псквськазагальноосвтняшкола3ступпсквськосльськорадикостопльськогорайонурвненськообл,,56
Пісківськький ліцей імені Героїв-земляків Пісківської сільської ради Костопільського району Рівненської області,5623486501,[2019],псквськькийлцейменгеровземляквпсквськосльськорадикостопльськогорайонурвненськообл,,56
Великолюбаський ліцей Костопільської міської ради Рівненської області,5623486901,[2022],великолюбаськийлцейкостопльськомськорадирвненськообл,,56
Яполотьський ліцей Костопільської міської ради Рівненської області,5623487801,[2022],яполотьськийлцейкостопльськомськорадирвненськообл,,56
Млинівський державний технолого-економічний коледж Млинівського району Рівненської області,5623855100,"[2018, 2019, 2020, 2021]",млинвськийдержавнийтехнологоекономчнийколеджмлинвськогорайонурвненськообл,,56
Млинівський технолого-економічний фаховий коледж Дубенського району Рівненської області,5623855100,[2022],млинвськийтехнологоекономчнийколедждубенськогорайонурвненськообл,,56
Борбинська загальноосвітня школа І-ІІІ ступенів Млинівської районної ради Рівненської області,5623885804,[2016],борбинськазагальноосвтняшкола3ступмлинвськорайонорадирвненськообл,,56
Уїздецька загальноосвітня школа І-ІІІ ступенів Млинівського району Рівненської області,5623885814,[2016],уздецьказагальноосвтняшкола3ступмлинвськогорайонурвненськообл,,56
Новоукраїнська загальноосвітня школа І-ІІІ ступенів Млинівської районної ради Рівненської області,5623889809,"[2016, 2017, 2018]",новоукранськазагальноосвтняшкола3ступмлинвськорайонорадирвненськообл,,56
Новоукраїнський ліцей Ярославицької сільської ради Рівненської області,5623889809,"[2019, 2020, 2021]",новоукранськийлцейярославицькосльськорадирвненськообл,,56
Грем'яцька загальноосвітня школа І-ІІІ ступенів Острозької міської ради Рівненської області,5624282801,[2022],гремяцьказагальноосвтняшкола3ступострозькомськорадирвненськообл,,56
"Навчально-виховний комплекс ""Оженинська загальноосвітня школа І-ІІІ ступенів (ліцей) - дошкільний навчальний заклад (ясла-садок) ім. Т.Г.Шевченка"" Острозької районної ради Рівненської області",5624286401,"[2016, 2017, 2018]",навчальновиховнийкомплексоженинськазагальноосвтняшкола3ступлцейдошкльнийнавчальнийзакладясласадокментгшевченкаострозькорайонорадирвненськообл,,56
Хорівська загальноосвітня школа І-ІІІ ступенів Острозької міської ради Рівненської області,5624288801,[2022],хорвськазагальноосвтняшкола3ступострозькомськорадирвненськообл,,56
Клеванський професійний ліцей,5624655400,"[2018, 2019, 2020, 2021, 2022]",клеванськийпрофесйнийлцей,,56
"Комунальний заклад ""Клеванська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів"" Рівненської обласної ради",5624655400,"[2016, 2017, 2018, 2019]",клеванськазагальноосвтнясанаторнашколантернат3ступрвненськообласноради,,56
"Комунальний заклад ""Клеванська санаторна школа І-ІІІ ступенів"" Рівненської обласної ради",5624655400,"[2020, 2021]",клеванськасанаторнашкола3ступрвненськообласноради,,56
"Кустинський навчально-виховний комплекс загальноосвітній навчальний
заклад І-ІІІ ступенів-дошкільний навчальний заклад Рівненської районної ради
Рівненської області",5624680406,[2016],кустинськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрвненськорайонорадирвненськообл,,56
Великоомелянський ліцей Великоомелянської сільської ради Рівненськго району Рівненської області,5624682001,[2021],великоомелянськийлцейвеликоомелянськосльськорадирвненськгорайонурвненськообл,,56
Городищенська виправна колонія (№96) управління ДПтС України в Рівненській області,5624683001,[2016],городищенськавиправнаколоня96управлнядптсукраниврвненськйобл,,56
Городищенська загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624683001,"[2016, 2017, 2018, 2019]",городищенськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
"Державна установа ""Городищенська виправна колонія (№96)""",5624683001,[2022],державнаустановагородищенськавиправнаколоня96,,56
Городоцька загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624683301,"[2016, 2017]",городоцьказагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Клас з вечірньою формою навчання при Городоцькому виправному центрі (№131) управління ДПтС України в Рівненській області,5624683301,[2016],класзвечрньоюформоюнавчаняпригородоцькомувиправномуцентр131управлнядптсукраниврвненськйобл,,56
"Опорний заклад ""Городоцький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" Рівненської районної ради Рівненської області",5624683301,"[2018, 2019, 2020]",опорнийзакладгородоцькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрвненськорайонорадирвненськообл,,56
Грушвицька загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624683702,"[2016, 2017, 2018, 2019, 2020]",грушвицьказагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Грушвицький ліцей Великоомелянської сільської ради Рівненськго району Рівненської області,5624683702,[2021],грушвицькийлцейвеликоомелянськосльськорадирвненськгорайонурвненськообл,,56
Дядьковицька загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624684101,"[2016, 2017]",дядьковицьказагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
"Опорний заклад ""Дядьковицький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рівненської районної ради Рівненської області""",5624684101,[2018],опорнийзакладдядьковицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрвненськорайонорадирвненськообл,,56
"Малошпаківська ЗОШ І-ІІІ ступенів Рівненської районної ради Рівненської
області
",5624684111,[2016],малошпаквськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Малошпаківська ЗОШ І-ІІІ ступенів Рівненської районної ради Рівненської  області,5624684111,[2017],малошпаквськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Малошпаківська ЗОШ І-ІІІ ступенів Рівненської районної ради Рівненської області,5624684111,[2018],малошпаквськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
"Опорний заклад ""Жобринський ліцей"" Клеваньської селищної ради",5624684501,"[2021, 2022]",опорнийзакладжобринськийлцейклеваньськоселищноради,,56
Зорянський ліцей Зорянської сільської ради Рівненськго району Рівненської області,5624684901,"[2021, 2022]",зорянськийлцейзорянськосльськорадирвненськгорайонурвненськообл,,56
Білівський ліцей Зорянської сільської ради Рівненськго району Рівненської області,5624684902,[2021],блвськийлцейзорянськосльськорадирвненськгорайонурвненськообл,,56
Котівська загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624687001,"[2016, 2017, 2018]",котвськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Іскрівська загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624687902,[2016],скрвськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
Новожуківський ліцей Зорянської сільської ради Рівненськго району Рівненської області,5624687902,"[2021, 2022]",новожуквськийлцейзорянськосльськорадирвненськгорайонурвненськообл,,56
Великоолексинська загальноосвітня школа І-ІІІ ступенів Рівненської районної ради Рівненської області,5624689502,[2016],великоолексинськазагальноосвтняшкола3ступрвненськорайонорадирвненськообл,,56
"Відокремлений підрозділ ""Рокитнівський медичний коледж"" комунального закладу вищої освіти ""Рівненська медична академія"" Рівненської обласної ради""",5625055100,[2020],вдокремленийпдроздлрокитнвськиймедичнийколеджкомунальногозакладувищоосвтирвненськамедичнаакадемярвненськообласноради,,56
"Відокремлений підрозділ ""Рокитнівський фаховий медичний коледж"" комунального закладу вищої освіти ""Рівненська медична академія"" Рівненської обласної ради",5625055100,"[2021, 2022]",вдокремленийпдроздлрокитнвськиймедичнийколеджкомунальногозакладувищоосвтирвненськамедичнаакадемярвненськообласноради,,56
"ОЗНЗ ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області",5625055100,"[2017, 2018]",озагальноосвтнйнавчальнийзакладрокитнвськазагальноосвтняшкола3ступ3рокитнвськорайонорадирвненськообл,,56
"Опорний загальноосвітній навчальний заклад ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області",5625055100,"[2019, 2020]",опорнийзагальноосвтнйнавчальнийзакладрокитнвськазагальноосвтняшкола3ступ3рокитнвськорайонорадирвненськообл,,56
Рокитнівська загальноосвітня школа І-ІІІ ступенів №3 Рокитнівської районної ради Рівненської області,5625055100,[2016],рокитнвськазагальноосвтняшкола3ступ3рокитнвськорайонорадирвненськообл,,56
Рокитнівський професійний ліцей,5625055100,"[2018, 2019, 2020, 2021, 2022]",рокитнвськийпрофесйнийлцей,,56
Березівський ліцей Березівської сільської ради Сарненського району Рівненської області,5625080801,[2022],березвськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
Боровська загальноосвітня школа І-ІІІ ступенів Рокитнівської районної ради Рівненської області,5625081701,"[2016, 2017, 2018, 2019, 2020]",боровськазагальноосвтняшкола3ступрокитнвськорайонорадирвненськообл,,56
Глиннівський ліцей Березівської сільської ради Сарненського району Рівненської області,5625082601,[2022],глинвськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
Дубнівська загальноосвітня школа І-ІІІ ступенів Рокитнівської районної ради Рівненської області,5625082602,[2016],дубнвськазагальноосвтняшкола3ступрокитнвськорайонорадирвненськообл,,56
Дубнівський ліцей Березівської сільської ради Сарненського району Рівненської області,5625082602,[2022],дубнвськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
"Дубнівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625082602,"[2017, 2018, 2019, 2020, 2021]",дубнвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
"Познанський НВК ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625082604,[2016],познанськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
Познанський ліцей Березівської сільської ради Сарненського району Рівненської області,5625082604,[2022],познанськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
Хмільський ліцей Березівської сільської ради Сарненського району Рівненської області,5625082605,[2022],хмльськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
"Кам'янський НВК ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625083201,[2016],камянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
Кам'янський ліцей Березівської сільської ради Сарненського району Рівненської області,5625083201,[2022],камянськийлцейберезвськосльськорадисарненськогорайонурвненськообл,,56
"Кам'янський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625083201,"[2019, 2020, 2021]",камянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
"Кам'янський навчально-виховний комплекс: ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625083201,"[2017, 2018]",камянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
Карпилівський ліцей Рокитнівської селищної ради Рівненської області,5625083801,[2022],карпилвськийлцейрокитнвськоселищнорадирвненськообл,,56
Рокитнівський навчально-виховний комплекс школа І-ІІІ ступенів - ліцей Рокитнівської районної ради Рівненської області,5625085601,"[2016, 2017, 2018, 2019, 2020]",рокитнвськийнавчальновиховнийкомплексшкола3ступлцейрокитнвськорайонорадирвненськообл,,56
"Старосільський НВК ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625086801,[2016],старосльськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
Дроздинська загальноосвітня школа І-ІІІ ступенів Рокитнівської районної ради Рівненської області,5625086802,[2016],дроздинськазагальноосвтняшкола3ступрокитнвськорайонорадирвненськообл,,56
"Переходицький навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області",5625086804,"[2017, 2018, 2019]",переходицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрокитнвськорайонорадирвненськообл,,56
Вище професійне училище №22 м. Сарни,5625410100,"[2018, 2019, 2020, 2021, 2022]",вищепрофесйнеучилище22мсарни,,56
"Державний професійно-технічний навчальний заклад ""Сарненський професійний аграрний ліцей""",5625410100,"[2019, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладсарненськийпрофесйнийаграрнийлцей,,56
Державний професійно-технічний навчальний заклад Сарненський професійний аграрний ліцей,5625410100,"[2020, 2021]",державнийпрофесйнотехнчнийнавчальнийзакладсарненськийпрофесйнийаграрнийлцей,,56
Карпилівська загальноосвітня школа І-ІІІ ступенів Клесівської селищної ради Саренського району Рівненської області,5625455404,[2017],карпилвськазагальноосвтняшкола3ступклесвськоселищнорадисаренськогорайонурвненськообл,,56
Карпилівська загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Рівненської області,5625455404,[2016],карпилвськазагальноосвтняшкола3ступсарненськорайонорадирвненськообл,,56
"Опорний заклад ""Степанська загальноосвітня школа І-ІІІ ступенів"" Сарненської районної ради Сарненського району Рівненської області",5625455700,[2018],опорнийзакладстепанськазагальноосвтняшкола3ступсарненськорайонорадисарненськогорайонурвненськообл,,56
Опорний заклад Степанська загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Сарненського району Рівненської області,5625455700,"[2019, 2020]",опорнийзакладстепанськазагальноосвтняшкола3ступсарненськорайонорадисарненськогорайонурвненськообл,,56
Степанська загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Сарненського району Рівненської області,5625455700,[2017],степанськазагальноосвтняшкола3ступсарненськорайонорадисарненськогорайонурвненськообл,,56
Кричильська загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Рівненської області імені Леоніда Куліша-Зіньківа,5625483401,[2016],кричильськазагальноосвтняшкола3ступсарненськорайонорадирвненськооблменлеондакулшазньква,,56
"ОЗ ""Люхчанський ліцей"" Сарненської міської ради Сарненського району Рівненської області",5625484801,[2021],озлюхчанськийлцейсарненськомськорадисарненськогорайонурвненськообл,,56
Клас з вечірньою формою навчання при Катеринівській виправній колонії (№46) управління ДПтС України в Рівненській області,5625485403,[2016],класзвечрньоюформоюнавчаняприкатеринвськйвиправнйколон46управлнядптсукраниврвненськйобл,,56
Тріскинська загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Рівненської області,5625485804,"[2016, 2017, 2018, 2019, 2020]",трскинськазагальноосвтняшкола3ступсарненськорайонорадирвненськообл,,56
Радивилівський професійний ліцей,5625810100,"[2018, 2019, 2020, 2021, 2022]",радивилвськийпрофесйнийлцей,,56
Дружбівська загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625810105,"[2016, 2017]",дружбвськазагальноосвтняшкола3ступрадивилвськорайонорадирвненськообл,,56
Немирівська загальноосвітня школа І-ІІІ ступенів Радивилівської міської ради Рівненської області,5625810110,"[2018, 2019]",немирвськазагальноосвтняшкола3ступрадивилвськомськорадирвненськообл,,56
Підзамчівська загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625810113,"[2016, 2017]",пдзамчвськазагальноосвтняшкола3ступрадивилвськорайонорадирвненськообл,,56
Жовтнева загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625883915,[2016],жовтневазагальноосвтняшкола3ступрадивилвськорайонорадирвненськообл,,56
Довгалівська загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625884810,"[2016, 2017]",довгалвськазагальноосвтняшкола3ступрадивилвськорайонорадирвненськообл,,56
Ситненська загальноосвітня школа І-ІІІ ступенів Крупецької сільської ради Радивилівського району Рівненської області,5625884815,[2018],ситненськазагальноосвтняшкола3ступкрупецькосльськорадирадивилвськогорайонурвненськообл,,56
Ситненська загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625884815,"[2016, 2017]",ситненськазагальноосвтняшкола3ступрадивилвськорайонорадирвненськообл,,56
Хотинська загальноосвітня школа І-ІІІ ступенів імені Свєшнікова І.К. Радивилівської районнної ради Рівненської області,5625889001,"[2017, 2019]",хотинськазагальноосвтняшкола3ступменсвєшнковакрадивилвськорайоннорадирвненськообл,,56
«Сумське вище училище мистецтв і культури ім.Д.С.Бортнянського» комунальний вищий навчальний заклад Сумської обласної ради,5910136300,"[2018, 2019, 2020]",сумськевищеучилищемистецтвкультуримендсбортнянськогокомунальнийвищийнавчальнийзакладсумськообласноради,,59
"Державний навчальний заклад ""Сумський хіміко-технологічний центр професійно-технічної освіти""",5910136300,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладсумськийхмкотехнологчнийцентрпрофесйнотехнчноосвти,,59
"Державний професійно-технічний навчальний заклад ""Сумське вище професійне училище будівництва і дизайну""",5910136300,"[2018, 2019, 2020, 2021, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладсумськевищепрофесйнеучилищебудвництвадизайну,,59
"КОМУНАЛЬНИЙ ЗАКЛАД СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКИЙ ФАХОВИЙ МЕДИЧНИЙ КОЛЕДЖ""",5910136300,[2022],сумськообласнорадисумськиймедичнийколедж,,59
"Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 21, м. Суми, Сумської області",5910136300,"[2016, 2017]",комунальнаустановасумськазагальноосвтняшкола3ступ21мсумисумськообл,,59
"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 26 м. Суми, Сумської області",5910136300,[2016],комунальнаустановасумськазагальноосвтняшкола3ступ26мсумисумськообл,,59
"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 26, м. Суми, Сумської області",5910136300,[2017],комунальнаустановасумськазагальноосвтняшкола3ступ26мсумисумськообл,,59
"Комунальний заклад Сумської обласної ради ""Сумський фаховий медичний коледж""",5910136300,[2021],сумськообласнорадисумськиймедичнийколедж,,59
Комунальний заклад Сумської обласної ради «Сумський фаховий коледж мистецтв і культури ім.Д.С.Бортнянського»,5910136300,"[2021, 2022]",сумськообласнорадисумськийколеджмистецтвкультуримендсбортнянського,,59
Сумський заклад загальної середньої освіти І – ІІІ ступенів № 26 Сумської міської ради,5910136300,"[2019, 2020, 2022]",сумськийзакладзагальносередньоосвтиступ26сумськомськоради,,59
"Відокремлений структурний підрозділ ""Машинобудівний фаховий коледж Сумського державного університету""",5910136600,"[2021, 2022]",вдокремленийструктурнийпдроздлмашинобудвнийколеджсумськогодержавногоунверситету,,59
"Відокремлений структурний підрозділ ""Сумський фаховий коледж Сумського національного аграрного університету""",5910136600,"[2021, 2022]",вдокремленийструктурнийпдроздлсумськийколеджсумськогонацональногоаграрногоунверситету,,59
Відокремлений структурний підрозділ «Сумський фаховий коледж Національного університету харчових технологій»,5910136600,"[2021, 2022]",вдокремленийструктурнийпдроздлсумськийколеджнацональногоунверситетухарчовихтехнологй,,59
"Державний навчальний заклад ""Сумське вище професійне училище будівництва та автотранспорту""",5910136600,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладсумськевищепрофесйнеучилищебудвництватаавтотранспорту,,59
"Державний навчальний заклад ""Сумське міжрегіональне вище професійне училище""",5910136600,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладсумськемжрегональневищепрофесйнеучилище,,59
"Державний навчальний заклад «Сумський центр професійно-технічної освіти харчових технологій, торгівлі та ресторанного сервісу»",5910136600,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладсумськийцентрпрофесйнотехнчноосвтихарчовихтехнологйторгвлтарестораногосервсу,,59
"Державний професійно-технічний навчальний заклад ""Сумський центр професійно-технічної освіти""",5910136600,"[2018, 2019, 2020, 2021, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладсумськийцентрпрофесйнотехнчноосвти,,59
"Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 18, м. Суми, Сумської області",5910136600,"[2016, 2017]",комунальнаустановасумськазагальноосвтняшкола3ступ18мсумисумськообл,,59
Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 19 імені М.С. Нестеровського м. Суми Сумської області,5910136600,"[2016, 2017]",комунальнаустановасумськазагальноосвтняшкола3ступ19менменснестеровськогомсумисумськообл,,59
"Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 22, м. Суми, Сумської області",5910136600,"[2016, 2017]",комунальнаустановасумськазагальноосвтняшкола3ступ22мсумисумськообл,,59
Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 11 імені Олексія Братушки Сумської міської ради,5910136600,[2016],комунальнаустановасумськазагальноосвтняшкола3ступ11менолексябратушкисумськомськоради,,59
"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 8, м. Суми, Сумської області",5910136600,[2016],комунальнаустановасумськазагальноосвтняшкола3ступ8мсумисумськообл,,59
Сумська виправна колонія управління ДПтС України в Сумській області №116,5910136600,[2016],сумськавиправнаколоняуправлнядптсукранивсумськйобл116,,59
Сумський будівельний коледж,5910136600,[2018],сумськийбудвельнийколедж,,59
Сумський заклад загальної середньої освіти І – ІІІ ступенів № 19 ім. М.С. Нестеровського Сумської міської ради,5910136600,"[2019, 2020, 2021, 2022]",сумськийзакладзагальносередньоосвтиступ19менмснестеровськогосумськомськоради,,59
Сумський заклад загальної середньої освіти І – ІІІ ступенів № 19 імені М.С. Нестеровського Сумської міської ради,5910136600,[2018],сумськийзакладзагальносередньоосвтиступ19менменснестеровськогосумськомськоради,,59
"Державний навчальнй заклад ""Охтирський центр професійно-технічної освіти""",5910200000,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнйзакладохтирськийцентрпрофесйнотехнчноосвти,,59
"Відокремлений структурний підрозділ ""Професійно-педагогічний фаховий коледж Глухівського національного педагогічного університету імені Олександра Довженка""",5910300000,"[2021, 2022]",вдокремленийструктурнийпдроздлпрофесйнопедагогчнийколеджглухвськогонацональногопедагогчногоунверситетуменолександрадовженка,,59
"Державний навчальний заклад ""Глухівське вище професійне училище""",5910300000,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладглухвськевищепрофесйнеучилище,,59
"Комунальний заклад Сумської обласної ради ""Глухівський фаховий медичний коледж""",5910300000,"[2021, 2022]",сумськообласнорадиглухвськиймедичнийколедж,,59
Комунальний заклад Сумської обласної ради - Глухівська загальноосвітня школа-інтернат I-III ступенів ім. М.І. Жужоми,5910300000,[2016],сумськообласнорадиглухвськазагальноосвтняшколантернат3ступменмжужоми,,59
Комунальний заклад Сумської обласної ради Глухівська загальноосвітня школа-інтернат I-III ступенів ім. М.І. Жужоми,5910300000,"[2017, 2018]",сумськообласнорадиглухвськазагальноосвтняшколантернат3ступменмжужоми,,59
"ВСП ""Класичний фаховий коледж Сумського державного університету""",5910400000,[2021],вдокремленийструктурнийпдроздлкласичнийколеджсумськогодержавногоунверситету,,59
Вечірнє відділення при Конотопській загальноосвітній школі І-ІІІ ступенів №10 Конотопської міської ради Сумської області,5910400000,[2016],вечрнєвддленяприконотопськйзагальноосвтнйшкол3ступ10конотопськомськорадисумськообл,,59
"Відокремлений структурний підрозділ ""Конотопський індустріально-педагогічний фаховий коледж Сумського державного університету",5910400000,"[2021, 2022]",вдокремленийструктурнийпдроздлконотопськийндустральнопедагогчнийколеджсумськогодержавногоунверситету,,59
Відокремлений структурний підрозділ «Класичний фаховий коледж Сумського державнного університету»,5910400000,[2022],вдокремленийструктурнийпдроздлкласичнийколеджсумськогодержавногоунверситету,,59
"Державний професійно-технічний навчальний заклад ""Конотопське вище професійне училище""",5910400000,"[2018, 2019, 2020, 2021, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладконотопськевищепрофесйнеучилище,,59
"Державний професійно-технічний навчальний заклад ""Конотопське професійно-технічне училище""",5910400000,"[2018, 2019, 2020, 2021]",державнийпрофесйнотехнчнийнавчальнийзакладконотопськепрофесйнотехнчнеучилище,,59
