New,Old,areaname,regname,year
с-ще Соніно,с-ще Комсомольське,Великобурлуцький район,Харківська область,2016
с.Сонцівка,с.Красне,Покровський район,Донецька область,2016
с.Сонячне,с.Лікнеп,Солонянський район,Дніпропетровська область,2016
с.Сонячне,с.Ленінське Перше,Біляївський район,Одеська область,2016
с.Сонячне,с.Краснівка,Волноваський район,Донецька область,2016
м.Сорокине,м.Краснодон,м.Сорокине,Луганська область,2016
с.Соснівка,с.Радянське,Переяслав-Хмельницький район,Київська область,2016
с.Соснівка,с.Жовтневе,Недригайлівський район,Сумська область,2016
с.Сотенне,с.Червоний Жовтень,Станично-Луганський район,Луганська область,2016
с.Сотницьке,с.Жовтневе,Гребінківський район,Полтавська область,2016
с.Софіївка,с.Артемівка,Костянтинівський район,Донецька область,2016
с.Софіївка,с.Валове,Криворізький район,Дніпропетровська область,2016
смт Софіївка,смт Карло-Марксове,м.Єнакієве,Донецька область,2016
с.Спаське,с.Свердловське,Широківський район,Дніпропетровська область,2016
с.Спаське,с.Ленінське,Кролевецький район,Сумська область,2016
с.Співаківка,с.Червоний Шахтар,Ізюмський район,Харківська область,2016
с.Ставки,с.Чапаєвка,Подільський район,Одеська область,2016
с.Ставки,с.Леніне,Радомишльський район,Житомирська область,2016
с.Ставкове,с.Воровського,Миколаївський район,Одеська область,2016
с.Станційне,с.Жовтневе,Новобузький район,Миколаївська область,2016
с.Станція Лосинівська,с.Червоний Шлях,Ніжинський район,Чернігівська область,2016
с.Стара Миколаївка,с.Правдівка,Костянтинівський район,Донецька область,2016
с.Стара Талалаївка,с.Сильченкове,Талалаївський район,Чернігівська область,2016
с-ще Старе,с-ще Червоний Прапор,Перевальський район,Луганська область,2016
с.Старе Село,с.Червоне,Сумський район,Сумська область,2016
с.Старий Міст,с.Петрівське,Іванківський район,Київська область,2016
с.Степне,с.Пролетар,Лохвицький район,Полтавська область,2016
с.Степне,с.Ленінське,Сумський район,Сумська область,2016
с.Степове,с.Жовтневе,Новобузький район,Миколаївська область,2016
с.Степове,с.Воровське,Вітовський район,Миколаївська область,2016
с-ще Степове,с-ще Петрівське,Ясинуватський район,Донецька область,2016
с.Степове,с.Петрівське,Кам'янсько-Дніпровський район,Запорізька область,2016
с.Степове,с.Ленінське,Чорнобаївський район,Черкаська область,2016
с.Степове,с.Щорсівка,Чутівський район,Полтавська область,2016
с.Степове,с.Чапаєве,Кобеляцький район,Полтавська область,2016
с.Степове,с.Комсомольське,Токмацький район,Запорізька область,2016
с.Степове,с.Чапаєвка,Криворізький район,Дніпропетровська область,2016
с.Степове,с.Орджонікідзе,Нікопольський район,Дніпропетровська область,2016
с.Степове,с.Ленінське,Межівський район,Дніпропетровська область,2016
с-ще Степове,с-ще Піонерське,Краснокутський район,Харківська область,2016
с.Степове,с.Совєтське,Первомайський район,Харківська область,2016
с.Степове,с.Пролетарське,Борівський район,Харківська область,2016
с.Степове,с.Жовтневе,Лебединський район,Сумська область,2016
с.Степове,с.Кіровка,Новоодеський район,Миколаївська область,2016
с.Степове,с.Жовтневе,Гадяцький район,Полтавська область,2016
с-ще Степове,с-ще Петровського,Золотоніський район,Черкаська область,2016
с.Степове,с.Петрівське,Чугуївський район,Харківська область,2016
с.Степове,с.Радянське,Лозівський район,Харківська область,2016
с.Степове,с.Щорса,Братський район,Миколаївська область,2016
с.Степове,с.Ленінка,Устинівський район,Кіровоградська область,2016
с.Степове,с.Більшовик,Долинський район,Кіровоградська область,2016
с-ще Степове,с-ще Радгоспне,Снігурівський район,Миколаївська область,2016
с.Степок,с.Червоний Степ,Балаклійський район,Харківська область,2016
с.Сторожівка,с.Калинівка,Сватівський район,Луганська область,2016
с.Стрітенка,с.Октябрське,Волноваський район,Донецька область,2016
с.Студеники,с.Жовтневе,Переяслав-Хмельницький район,Київська область,2016
с.Студень,с.Крупське,Малинський район,Житомирська область,2016
с-ще Ступакове,с-ще Красний Пахар,Бахмутський район,Донецька область,2016
с.Суворе,с.Червона Зірка,Снігурівський район,Миколаївська область,2016
с.Сугарівське,с.Жовтень,Сахновщинський район,Харківська область,2016
с.Сусваль,с.Жовтневе,Володимир-Волинський район,Волинська область,2016
с-ще Суха Грунь,с-ще Калінінське,Липоводолинський район,Сумська область,2016
с.Суходіл,с.Піонерське,Станично-Луганський район,Луганська область,2016
с-ще Таврійське,с-ще Радянське,Генічеський район,Херсонська область,2016
с.Таврійське,с.Червоноармійське,Якимівський район,Запорізька область,2016
с.Таврійське,с.Кірове,Оріхівський район,Запорізька область,2016
с.Таврійське,с.Кірове,Білозерський район,Херсонська область,2016
с.Таврійське,с.Пролетарій,Верхньорогачицький район,Херсонська область,2016
с.Танівка,с.Вовкове,Березівський район,Одеська область,2016
с.Тарасівка,с.Чапаєвка,Вільнянський район,Запорізька область,2016
с.Тарасівка,с.Ленінське,Сквирський район,Київська область,2016
с.Тарсалак,с.Жовтневе,Михайлівський район,Запорізька область,2016
с.Твердохлібове,с.Свердловка,Сватівський район,Луганська область,2016
с.Текуча,с.Текуче,Косівський район,Івано-Франківська область,2019
с.Темрюк,с.Старченкове,Нікольський район,Донецька область,2016
с.Тендрівське,с.Комуна,Голопристанський район,Херсонська область,2016
смт Тепле,смт Краснодон,м.Сорокине,Луганська область,2016
с.Тернове,с.Новопетрівське,Покровський район,Дніпропетровська область,2016
с.Тернове,с.Цюрупи,Голованівський район,Кіровоградська область,2016
с.Тилігульське,с.Червона Нива,Лиманський район,Одеська область,2016
с.Тихе,с.Чапаєве,Біляївський район,Одеська область,2016
с.Тихе,с.Кіровське,Васильківський район,Дніпропетровська область,2016
смт Токарівка,смт Кудрявцівка,Веселинівський район,Миколаївська область,2016
м.Торецьк,м.Дзержинськ,м.Торецьк,Донецька область,2016
с.Торосове,с.Леніне,Захарівський район,Одеська область,2016
с.Травневе,с.Пролетарське,Олександрійський район,Кіровоградська область,2016
с.Травневе,с.Первомайськ,Сватівський район,Луганська область,2016
с.Травневе,с.Червоний Жовтень,Зачепилівський район,Харківська область,2016
с.Третє,с.Третій Інтернаціонал,Устинівський район,Кіровоградська область,2016
с.Трисвятська Слобода,с.Радянська Слобода,Чернігівський район,Чернігівська область,2016
с-ще Трійчате,с-ще Комсомольське,Первомайський район,Харківська область,2016
с.Троїцьке,с.Довгалівське,Рокитнянський район,Київська область,2016
с-ще Троїцьке,с-ще Більшовик,Первомайський район,Харківська область,2016
с.Троїцьке,с.Кірове,Новгород-Сіверський район,Чернігівська область,2016
с.Троїцьке,с.Карла Маркса,Бердянський район,Запорізька область,2016
с.Троїцьке,с.Фрунзівка,Глобинський район,Полтавська область,2016
с.Трояндове,с.Кірове,Лиманський район,Одеська область,2016
с.Трудомирівка,с.Артема,Великомихайлівський район,Одеська область,2016
с.Ужівка,с.Ленінське,Новоазовський район,Донецька область,2016
с.Українка,с.Червона Українка,Березанський район,Миколаївська область,2016
с.Українка,с.Червона Україна,Борзнянський район,Чернігівська область,2016
с.Українка,с.Червона Україна,Мангушський район,Донецька область,2016
с.Українське,с.Петрівське,Лозівський район,Харківська область,2016
с.Українське,с.Димитрова,м.Лозова,Харківська область,2016
с.Українське,с.Октябрське,Криничанський район,Дніпропетровська область,2016
с.Федорівка,с.Чубарівка,Пологівський район,Запорізька область,2016
с.Федорівка,с.Краснофедорівка,Онуфріївський район,Кіровоградська область,2016
с.Федорівка,с.Луначарське,Покровський район,Донецька область,2016
с.Форойс,с.Жовтневе,Розівський район,Запорізька область,2016
с.Хандобоківка,с.Першотравневе,Семенівський район,Чернігівська область,2016
с.Хейлове,с.Петрівка,Монастирищенський район,Черкаська область,2016
с.Херсонське,с.Рози Люксембург,Генічеський район,Херсонська область,2016
смт Холодне,смт Свердлове,м.Макіївка,Донецька область,2016
смт Хорошів,смт Володарськ-Волинський,Хорошівський район,Житомирська область,2016
м.Хрестівка,м.Кіровське,м.Хрестівка,Донецька область,2016
с.Хрещатицьке,с.Красноармійське,Новоазовський район,Донецька область,2016
с.Христо-Ботеве,с.Благоєве,Лиманський район,Одеська область,2016
с.Христофорівка,с.Комунарівка,Покровський район,Дніпропетровська область,2016
с-ще Хромове,с-ще Артемівське,Бахмутський район,Донецька область,2016
м.Хрустальний,м.Красний Луч,м.Хрустальний,Луганська область,2016
с.Хутір Дашківський,с.Петрівське,Старосинявський район,Хмельницька область,2016
с.Хутірське,с.Комсомолець,Краснокутський район,Харківська область,2016
с.Цвіткове,с.Жовтневе,Доманівський район,Миколаївська область,2016
с.Цівки,с.Комсомольське,П'ятихатський район,Дніпропетровська область,2016
с.Чапліївка,с.Красна Чапліївка,Троїцький район,Луганська область,2016
с.Челбурда,с.Пролетарка,Олешківський район,Херсонська область,2016
с-ще Чемерлієве,с-ще Радгоспне,Миколаївський район,Миколаївська область,2016
с.Червоне,с.Червонопрапорне,Генічеський район,Херсонська область,2016
с.Червоне,с.Червоне Знамено,Первомайський район,Харківська область,2016
с.Черешневе,с.Червоноармійське,Високопільський район,Херсонська область,2016
с.Черкаське,с.Кімовка,Криничанський район,Дніпропетровська область,2016
с.Четвертакове,с.Кім,Середино-Будський район,Сумська область,2016
с.Чирилянське,с.Октябрське,Бойківський район,Донецька область,2016
с.Чистий Колодязь,с.Червоний Колодязь,Ніжинський район,Чернігівська область,2016
с.Чистопіль,с.Кірове,Нікопольський район,Дніпропетровська область,2016
м.Чистякове,м.Торез,м.Чистякове,Донецька область,2016
с.Чорний Кут,с.Червоний Кут,Ширяївський район,Одеська область,2016
с.Чорногорівка,с.Красна Зоря,Перевальський район,Луганська область,2016
м.Чорноморськ,м.Іллічівськ,м.Чорноморськ,Одеська область,2016
с.Чубівка,с.Ленінське,Смілянський район,Черкаська область,2016
с.Чудське,с.Котовське,Березівський район,Одеська область,2016
с-ще Чумаки,с-ще Жовтневе,Миколаївський район,Миколаївська область,2016
с.Чумацький Шлях,с.Володимиро-Іллінка,Новотроїцький район,Херсонська область,2016
с.Шахове,с.Октябрське,Добропільський район,Донецька область,2016
с.Шахтарське,с.Тельмана,Павлоградський район,Дніпропетровська область,2016
с.Шевченківське,с.Орджонікідзе,Криворізький район,Дніпропетровська область,2016
с.Шевченкове,с.Червона Знам'янка,Казанківський район,Миколаївська область,2016
с.Шелестівка,с.Червона Зоря,Міловський район,Луганська область,2016
с.Шеметове,с.Щорсове,Іванівський район,Одеська область,2016
с.Широке,с.Уральське,Вільнянський район,Запорізька область,2016
с.Широке,с.Менжинка,Софіївський район,Дніпропетровська область,2016
с.Шляхове,с.Шлях Ілліча,Кам'янсько-Дніпровський район,Запорізька область,2016
с.Шляхове,с.Червона Зірка,Баштанський район,Миколаївська область,2016
с.Шумилове,с.Червона Зірка,Балтський район,Одеська область,2016
с.Щасливе,с.Червоний Донець,Ізюмський район,Харківська область,2016
с-ще Щасливе,с-ще Щорсове,Новобузький район,Миколаївська область,2016
с.Щасливе,с.Чапаєвка,Березанський район,Миколаївська область,2016
с.Щасливе,с.Леніне,Згурівський район,Київська область,2016
с.Щасливе,с.Кірове,Іванівський район,Херсонська область,2016
с.Щасливе,с.Карло-Марксівське,Великоолександрівський район,Херсонська область,2016
с.Щасливе,с.Червоне,Чутівський район,Полтавська область,2016
с.Щоми,с.Жовтневе,Охтирський район,Сумська область,2016
с.Юр'ївка,с.Воровське,Покровський район,Донецька область,2016
с.Юр'ївка,с.Пролетарка,Великобурлуцький район,Харківська область,2016
с.Юхт,с.Улянівка,Красилівський район,Хмельницька область,2016
с.Юшків Ріг,с.Петрівське,Таращанський район,Київська область,2016
с.Яблуневе,с.Радгоспне,Ніжинський район,Чернігівська область,2016
с.Яблунівка,с.Червонопрапорне,Сумський район,Сумська область,2016
с.Яблунівка,с.Шлях Ілліча,Носівський район,Чернігівська область,2016
с.Яблучко,с.Жовтневе,Бобринецький район,Кіровоградська область,2016
с.Янжулівка,с.Жовтневе,Семенівський район,Чернігівська область,2016
с.Яновка,с.Іванівка,Любашівський район,Одеська область,2019
с.Яснопілля,с.Комісарівка,Лебединський район,Сумська область,2016
с.Акрешори,с.Бабинопілля,Косівський район,Івано-Франківська область,1993
с.Ангелівка,с.Пігарєве,Тернопільський район,Тернопільська область,1991
с.Ангелівка,с.Весняне,Заліщицький район,Тернопільська область,1990
с.Анталовці,с.Антонівка,Ужгородський район,Закарпатська область,1995
с.Арданово,с.Арданове,Іршавський район,Закарпатська область,1995
с.Астей,с.Лужанка,Берегівський район,Закарпатська область,1991
с.Бабина,с.Бабине,Самбірський район,Львівська область,1989
с.Бабино,с.Бабина,Старосамбірський район,Львівська область,1990
с.Бадалово,с.Бодолів,Берегівський район,Закарпатська область,1991
с.Балаклея,с.Балаклія,Смілянський район,Черкаська область,2004
с.Барбово,с.Бородівка,Мукачівський район,Закарпатська область,1995
с.Баркасово,с.Баркасове,Мукачівський район,Закарпатська область,1995
с.Батиїв,с.Грушки,Радехівський район,Львівська область,1991
с.Батфа,с.Деревці,Ужгородський район,Закарпатська область,1995
смт Батьово,смт Вузлове,Берегівський район,Закарпатська область,1995
с.Бендюга,с.Биндюга,Сокальський район,Львівська область,1989
с.Бене,с.Добросілля,Берегівський район,Закарпатська область,1995
с.Беньова,с.Біньова,Турківський район,Львівська область,2013
с.Берегуйфалу,с.Нове Село,Берегівський район,Закарпатська область,1991
с.Березівка,с.Роздільне,Долинський район,Кіровоградська область,1992
с.Березово,с.Березове,Хустський район,Закарпатська область,1995
с.Берестівець,с.Берестовець,Уманський район,Черкаська область,2008
с.Берлин,с.Хмільове,Городоцький район,Львівська область,1992
с.Бернадівка,с.Лощинівка,Теребовлянський район,Тернопільська область,1990
с.Бертники,с.Лісове,Монастириський район,Тернопільська область,1991
с.Бзовиця,с.Комунарка,Зборівський район,Тернопільська область,1989
с.Биличі,с.Біличі,Старосамбірський район,Львівська область,1989
с.Бистриця-Гірська,с.Бистриця,Дрогобицький район,Львівська область,2014
с.Бичаль,с.Бечаль,Костопільський район,Рівненська область,2009
с.Бійничі,с.Бійнич,Дрогобицький район,Львівська область,1990
с.Біличі,с.Білич,Старосамбірський район,Львівська область,1989
с.Білоберіжжя,с.Білобережжя,Дубенський район,Рівненська область,2008
с.Білокамінка,с-ще Білокам'янка,Овруцький район,Житомирська область,2008
с-ще Білокамінка,с-ще Білокам'янка,Овруцький район,Житомирська область,2008
с.Бірки,с.Бірок,Дубенський район,Рівненська область,2008
с.Бліх,с.Буданівка,Зборівський район,Тернопільська область,1991
с.Богданівка,с.Калініне,Тульчинський район,Вінницька область,1995
с.Боголюби,с.Першотравневе,Луцький район,Волинська область,1991
с.Богоявленка,с.Добровілля,Мар'їнський район,Донецька область,2004
с.Бодячів,с.Бодачів,Сокальський район,Львівська область,1989
с.Божа Воля,с.Червона Воля,Яворівський район,Львівська область,1990
с.Божиків,с.Привітне,Бережанський район,Тернопільська область,1990
с.Болоня,с.Болоні,Миколаївський район,Львівська область,1989
с.Борові,с.Борова,Жовківський район,Львівська область,1990
с.Боротьба,с.Боротьбарівка,Прилуцький район,Чернігівська область,1987
с.Бортятин,с.Бортятине,Мостиський район,Львівська область,1990
с.Босири,с.Вересневе,Чортківський район,Тернопільська область,1992
с.Ботар,с.Братово,Виноградівський район,Закарпатська область,2000
с.Ботфалва,с.Прикордонне,Ужгородський район,Закарпатська область,1995
с.Бояничі,с.Баяничі,Сокальський район,Львівська область,1989
с.Братово,с.Братове,Виноградівський район,Закарпатська область,1995
с.Брахівка,с.Брахів,Буський район,Львівська область,1990
с.Броницька Гута,смт Броницька Гута,Новоград-Волинський район,Житомирська область,1997
с.Бугас,с.Максимівна,Волноваський район,Донецька область,1993
с.Буди,с.Будокам'янка,Жовківський район,Львівська область,1990
с.Буківцьово,с.Буківцеве,Великоберезнянський район,Закарпатська область,1995
с.Бучина,с.Бучине,Бродівський район,Львівська область,1989
смт Буштино,смт Буштина,Тячівський район,Закарпатська область,1995
с.Валігури,с.Валигори,Кременецький район,Тернопільська область,2009
с.Ваньовичи,с.Ваньковичи,Самбірський район,Львівська область,1989
с.Варивідки,с.Вариводки,Білогірський район,Хмельницька область,2014
с.Варяж,с.Новоукраїнка,Сокальський район,Львівська область,1989
с.Вахули,с.Вакули,Яворівський район,Львівська область,1989
с.Велика Бийгань,с.Велика Бігань,Берегівський район,Закарпатська область,1992
с.Велика Горожанна,с.Велика Горожанка,Миколаївський район,Львівська область,1989
с.Велике,с.Великий,Сокальський район,Львівська область,1989
с.Велике Колодно,с.Велике Колодне,Кам'янка-Бузький район,Львівська область,1989
с.Великі Береги,с.Береги,Берегівський район,Закарпатська область,1993
с.Великі Млинівці,с.Радянське,Кременецький район,Тернопільська область,2015
с.Великосілки,с.Великосілка,Кам'янка-Бузький район,Львівська область,1989
с.Вельбівно,с.Вільбівне,Острозький район,Рівненська область,2009
с.Вербів,с.Першотравневе,Підгаєцький район,Тернопільська область,1992
с.Верблюжка,с.Погребнякове,Новгородківський район,Кіровоградська область,1988
с.Вересна,с.Вересня,Баранівський район,Житомирська область,2009
с.Верин,с.Веринь,Миколаївський район,Львівська область,1989
с.Верхнє Гусне,с.Верхнє Гусине,Турківський район,Львівська область,2008
с.Верхня Лукавиця,с.Верхня Луковиця,Стрийський район,Львівська область,1990
с.Вигода,с.Малинівка,Заліщицький район,Тернопільська область,1990
с.Винімок,с.Винішок,Камінь-Каширський район,Волинська область,2002
с.Висоцько,с.Висоцьке,Бродівський район,Львівська область,1989
с.Вихопні,с.Вихопки,Кам'янка-Бузький район,Львівська область,1989
с-ще Вишково,с-ще Вишкове,Хустський район,Закарпатська область,1992
с.Відники,с.Водники,Пустомитівський район,Львівська область,1990
с.Війтівка,с.Чапаєвка,Бершадський район,Вінницька область,1995
с.Війтівщина,с.Вітивщина,Яворівський район,Львівська область,1989
с.Вікняни,с.Білогірка,Тлумацький район,Івано-Франківська область,1993
с.Вільхівці,с.Вільховець,Городенківський район,Івано-Франківська область,1992
с.Вільховатка,с.Вільхуватка,Кобеляцький район,Полтавська область,1987
с.Вовче,с.Середа,Турківський район,Львівська область,1991
с.Вовчухи,с.Вовчухів,Городоцький район,Львівська область,1990
с.Войславичі,с.Волинське,Сокальський район,Львівська область,1995
с.Волошиново,с.Волошинове,Старосамбірський район,Львівська область,1989
с.Воля Якубова,с.Воля,Дрогобицький район,Львівська область,1990
с.Воля-Задеревацька,с.Задеревці,Стрийський район,Львівська область,1990
с.Ворочово,с.Ворочеве,Перечинський район,Закарпатська область,1995
с.Гадинківці,с.Комсомольське,Гусятинський район,Тернопільська область,1990
с.Галабор,с.Грабарів,Берегівський район,Закарпатська область,1991
с.Галаївець,с.Галаєвець,Липоводолинський район,Сумська область,2015
с.Галасі,с.Галаси,Жовківський район,Львівська область,1990
с.Ганівка,с.Ганнівка,Сокальський район,Львівська область,1990
с.Ганусівка,с.Ганнусівка,Новопсковський район,Луганська область,1984
с.Гериня,с.Гориня,Долинський район,Івано-Франківська область,1996
с.Германівка,с.Красне Друге,Обухівський район,Київська область,1989
с.Гетен,с.Липове,Берегівський район,Закарпатська область,1995
с.Глажева,с.Глажова,Костопільський район,Рівненська область,2009
с.Гламазди,с.Гломазди,Козелецький район,Чернігівська область,2009
с.Глинськ,с.Глинське,Жовківський район,Львівська область,1990
с.Глухівець,с.Глуховець,Миколаївський район,Львівська область,1990
с.Голігради,с.Червоногради,Заліщицький район,Тернопільська область,1990
с.Голінка,с.Голенка,Роменський район,Сумська область,2003
с.Головецько,с.Головецьке,Старосамбірський район,Львівська область,1989
с.Головецько,с.Головецьк,Сколівський район,Львівська область,1989
с.Головське,с.Головеське,Турківський район,Львівська область,1990
с.Голубієвичі,с.Ленінське,Компаніївський район,Кіровоградська область,1992
с.Гончари,с.Гончарі,Пустомитівський район,Львівська область,1990
с.Горінчово,с.Горінчове,Хустський район,Закарпатська область,1995
с.Городище,с.Комуністичне,Коропський район,Чернігівська область,1992
с.Городок,с.Йосипівка,Луцький район,Волинська область,1991
с.Горонглаб,с.Дзвінкове,Берегівський район,Закарпатська область,1995
с.Гороховатка,с.Горохуватка,Борівський район,Харківська область,2005
с.Грабово,с.Грабове,Мукачівський район,Закарпатська область,1995
с.Гребінці,с.Гребенці,Жовківський район,Львівська область,1990
с.Грозьове,с.Грозова,Старосамбірський район,Львівська область,1989
с.Грушово,с.Грушеве,Тячівський район,Закарпатська область,1995
с.Гут,с.Гараздівка,Берегівський район,Закарпатська область,1995
с.Дамаска,с.Дамаски,Зіньківський район,Полтавська область,1995
с.Данилово,с.Данилове,Хустський район,Закарпатська область,1995
смт Делятин,смт Ділятин,Надвірнянський район,Івано-Франківська область,1989
с.Демня,с.Димівка,Миколаївський район,Львівська область,1989
с.Демченки,с.Демченкове,Глобинський район,Полтавська область,1995
с.Дермань Друга,с.Устенське Друге,Здолбунівський район,Рівненська область,1988
с.Дермань Перша,с.Устенське Перше,Здолбунівський район,Рівненська область,1988
с.Дерцен,с.Дрисіна,Мукачівський район,Закарпатська область,1995
с.Дзвинячка,с.Комунарівка,Борщівський район,Тернопільська область,1991
с.Дземброня,с.Берестечко,Верховинський район,Івано-Франківська область,2009
с.Диб'янки,с.Диблянки,Пустомитівський район,Львівська область,1989
с.Дийда,с.Дідове,Берегівський район,Закарпатська область,1995
с.Дібрівне,с.Дібрівка,Лохвицький район,Полтавська область,1995
с.Дібровка,с.Дібрівка,Ізяславський район,Хмельницька область,2015
с.Добрячин,с.Доброчин,Сокальський район,Львівська область,1989
с.Довгополе,с.Довгопілля,Верховинський район,Івано-Франківська область,1993
с.Долини,с.Долина,Кам'янка-Бузький район,Львівська область,1989
с.Долинівка,с.Долинівці,Сколівський район,Львівська область,1989
с.Доробратово,с.Доробратове,Іршавський район,Закарпатська область,1995
с.Досін,с.Досин,Славутський район,Хмельницька область,1993
с.Драгово,с.Драгове,Хустський район,Закарпатська область,1995
с.Драчино,с.Драчини,Свалявський район,Закарпатська область,1995
с.Дроговиж,с.Верхньодорожне,Миколаївський район,Львівська область,1989
с.Дружнє,с.Дружне,Красилівський район,Хмельницька область,1993
с.Дубенка,с.Дубенки,Монастириський район,Тернопільська область,2008
с.Дубино,с.Дубине,Мукачівський район,Закарпатська область,1995
с.Дубки,с.Дубняки,Сарненський район,Рівненська область,1991
с.Дубравка,с.Дібрівка,Жидачівський район,Львівська область,1990
с.Дубриничі,с.Дубринич,Перечинський район,Закарпатська область,1995
с.Дубрівка,с.Дібрівка,Дубенський район,Рівненська область,2008
с.Дубрівка,с.Дібрівка,Іршавський район,Закарпатська область,2000
с.Дубрівка,с.Дібрівка,Ужгородський район,Закарпатська область,1990
с.Дубрівка,с.Дібрівка,Самбірський район,Львівська область,1989
с.Дубрівка,с.Дібрівка,Жовківський район,Львівська область,1990
с.Дуброва,с.Діброва,Миколаївський район,Львівська область,1989
с.Дулово,с.Дулове,Тячівський район,Закарпатська область,1995
с.Дусино,с.Дусина,Свалявський район,Закарпатська область,1995
с.Дюла,с.Юлівці,Виноградівський район,Закарпатська область,1995
с.Дяків,с.Жовтневе,Славутський район,Хмельницька область,1995
с.Дяково,с.Дякове,Виноградівський район,Закарпатська область,1995
с.Есень,с.Яворове,Ужгородський район,Закарпатська область,1991
смт Єзупіль,смт Жовтень,Тисменицький район,Івано-Франківська область,2003
с-ще Жденієво,с-ще Жденеве,Воловецький район,Закарпатська область,1992
с.Жнятино,с.Жнятине,Мукачівський район,Закарпатська область,1995
м.Жовква,м.Нестеров,Жовківський район,Львівська область,1991
с.Жовчів,с.Калинівка,Рогатинський район,Івано-Франківська область,1993
с.Жуково,с.Жукове,Мукачівський район,Закарпатська область,1995
смт Журавно,смт Журавне,Жидачівський район,Львівська область,1990
с.Завидово,с.Завидове,Мукачівський район,Закарпатська область,1995
с.Завизів,с.Завозів,Острозький район,Рівненська область,2009
с.Завишень,с.Вишнівка,Сокальський район,Львівська область,1989
с.Загірочко,с.Загірочка,Жидачівський район,Львівська область,1990
с.Загір'я,с.Радянське Загір'я,Тлумацький район,Івано-Франківська область,2003
с.Загір'я,с.Загірні,Жовківський район,Львівська область,1990
смт Залізці,смт Заложці,Зборівський район,Тернопільська область,1992
с.Замагора,с.Замагорів,Верховинський район,Івано-Франківська область,1993
с.Замістя,с.Замостя,Прилуцький район,Чернігівська область,2009
с.Запсонь,с.Заставне,Берегівський район,Закарпатська область,1991
с.Зарічово,с.Зарічеве,Перечинський район,Закарпатська область,1995
с.Зелена Діброва,с.Канава,Зарічненський район,Рівненська область,1987
с.Зелене,с.Зелена,Верховинський район,Івано-Франківська область,1993
с.Зимна Вода,с.Водяне,Пустомитівський район,Львівська область,1990
с.Зіболки,с.Підлісне,Жовківський район,Львівська область,1991
с.Злинець,с.Злинці,Дубенський район,Рівненська область,2008
м.Зміїв,м.Готвальд,Зміївський район,Харківська область,1990
с.Зняцьово,с.Зняцеве,Мукачівський район,Закарпатська область,1995
с.Золотарьово,с.Золотареве,Хустський район,Закарпатська область,1995
с.Зубейки,с.Березина,Жовківський район,Львівська область,1993
с.Іванівка,с.Колгоспівка,Петриківський район,Дніпропетровська область,1992
с.Іванівці,с.Іванівка,Коломийський район,Івано-Франківська область,2002
