regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Сумська область,село,Шалигинська селищна ТГ,"Комунальний заклад Шалигинської селищної ради _x000D_
""Соснівський навчально- виховний комплекс:_x000D_
загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад ""Теремок""",I-III,,15,16,4,62,8,3586.8,4684,,18508000000,комунальна,14390,33141192,2020,59,33141192,шалигинськах000dсоснвськийнавчальновиховнийкомплексх000dзагальноосвтняшкола3ступдошкльнийнавчальнийзакладтеремо
Сумська область,місто,Шалигинська селищна ТГ,"""Опорний заклад освіти Шалигинської селищної ради ""Шалигинська загальноосвітня школа І-ІІІ ступенів""",I-III,,29,22,4,149,15,6697,7721.6,опорна,18508000000,комунальна,14381,33141119,2020,59,33141119,опорнийзакладосвтишалигинськашалигинськазагальноосвтняшкола3ступен
Сумська область,село,Грунська сільська ТГ,Куземинська загальноосвітня школа І-ІІІ ступенів імені В.Д. Шаренка Грунської сільської ради Охтирського району Сумської області,I-III,,12,15,2,89,11,4054.3,5091.9,,18511000000,комунальна,14593,23053737,2020,59,23053737,куземинськазагальноосвтняшкола3ступменвдшаренкагрунськасумськаобл
Сумська область,село,Миколаївська сільська ТГ,Кровненський заклад загальної середньої освітній освіти І-ІІІ ступенів Миколаївської сільської ради Сумського району Сумської області,I-III,,15,10,2,94,11,5010.3,6218.5,,18512000000,комунальна,14762,33361956,2020,59,33361956,кровненськийзакладзагальнасередньаосвтнйосвти3ступмиколавськасумськаобл
Сумська область,місто,Кролевецька міська ТГ,"Кролевецька загальноосвітня школа І-ІІІ ступенів № 5_x000D_
Кролевецької міської ради",I-III,,38,19,11,409,18,9020.2,11597.048,,18516000000,комунальна,14484,24010902,2020,59,24010902,кролевецьказагальноосвтняшкола3ступ5х000dкролевецькао
Сумська область,село,Буринська міська ТГ,Успенська загальноосвітня школа І-ІІІ ступенів ім. Г.П.Головенського Буринської міської ради Сумської області,I-III,,19,17,4,108,11,5439.7,5877.3,,18519000000,комунальна,14342,33126132,2020,59,33126132,успенськазагальноосвтняшкола3ступменгпголовенськогобуринськасумськаобл
Сумська область,місто,Буринська міська ТГ,Буринська спеціалізована школа І-ІІІ ступенів №2 ім.Ю.М.Лавошника Буринської міської ради Сумської області,I-III,,25,19,5,306,14,7656.1,8227.9,,18519000000,комунальна,14333,21127727,2020,59,21127727,буринськаспецалзованашкола3ступ2менюмлавошникабуринськасумськаобл
Сумська область,село,Коровинська сільська ТГ,Коровинська загальноосвітня школа І-ІІІ ступенів Коровинської сільської ради Недригайлівського району Сумської області,I-III,,20,24,0,216,11,7620.2,8788,опорна,18521000000,комунальна,14563,24022160,2020,59,24022160,коровинськазагальноосвтняшкола3ступкоровинськасумськаобл
Сумська область,село,Комишанська сільська ТГ,КЗ Малопавлівська загальноосвітня школа І-ІІІ ступенів Комишанської сільської ради,I-III,,20,18,5,123,11,7044,7441.4,,18522000000,комунальна,14594,23053720,2020,59,23053720,малопавлвськазагальноосвтняшкола3ступкомишанськао
Сумська область,село,Чернеччинська сільська ТГ,Сонячненський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Чернечинської сільської ради Охтирського району Сумської області,I-III,,16,24,4,92,9,5425.076541362945,6386.304689981982,,18523000000,комунальна,14597,23053849,2020,59,23053849,сонячненськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладчернечинськасумськаобл
Сумська область,село,Чернеччинська сільська ТГ,"Височанський навчально-виховний комплекс: загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад Чернеччинської сільської ради Охтирського району Сумської області_x000D_
",I-III,,16,17,0,105,9,4779.629280160286,6252.948488266638,,18523000000,комунальна,14588,23053387,2020,59,23053387,височанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладчернеччинськасумськаоблх000
Сумська область,село,Степанівська селищна ТГ,"Підліснівська загальноосвітня школа І-ІІІ ступенів_x000D_
Степанівської селищної ради Сумського району Сумської області",I-III,,16,16,1,105,10,4894.2,6931.1,,18525000000,комунальна,14771,33362043,2020,59,33362043,пдлснвськазагальноосвтняшкола3ступх000dстепанвськасумськаобл
Сумська область,місто,Тростянецька міська ТГ,Заклад загальної середньої освіти І-ІІІ ступенів №2 Тростянецької міської ради Сумської області,I-III,,40,14,3,461,21,8805.9,13403.5,,18526000000,комунальна,5407,22593420,2020,59,22593420,3ступ2тростянецькасумськаобл
Сумська область,місто,Тростянецька міська ТГ,Заклад загальної середньої освіти І-ІІІ ступенів №5 Тростянецької міської ради Сумської області,I-III,,73,35,1,986,50,18846.3,30032.8,опорна,18526000000,комунальна,5409,42264856,2020,59,42264856,3ступ5тростянецькасумськаобл
Сумська область,село,Чупахівська селищна ТГ,"Олешнянський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошільний навчальний заклад_x000D_
імені Героя Радянського Союзу Степана Долгого Охтирської районної ради Сумської області",I-III,,16,26,2,88,10,6190,7900.8,,18528000000,комунальна,14595,23636396,2020,59,23636396,олешнянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошльнийнавчальнийзакладх000dменгероярадянськогосоюзустепанадолгогоохтирськасумськаобл
Сумська область,село,Андріяшівська сільська ТГ,Глинський ліцей - заклад загальної середньої освіти I-III ступенів Андріяшівської сілької ради Роменського району Сумської області,I-III,,16,16,0,122,11,4995.5,5764.7,,18529000000,комунальна,14669,23999673,2020,59,23999673,глинськийлцей3ступандряшвськаслькасумськаобл
Сумська область,місто,Сумська міська ТГ,Сумський заклад загальної середньої освіти І - ІІІ ступенів №19 ім.М.С.Нестеровського Сумської міської ради,I-III,,20,19,4,317,11,6350.6,7491.848,,18531000000,комунальна,14729,21116391,2020,59,21116391,сумський3ступ19менмснестеровськогосумськао
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 15 ім. Д.Турбіна , м. Суми, Сумської області",I-III,,71,37,12,1057,39,17642,21609.934,,18531000000,комунальна,14726,23049894,2020,59,23049894,сумськазагальноосвтняшкола3ступ15мендтурбнамсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів №10 ім.Героя Радянського Союзу О.Бутка, м.Суми,Сумської області",I-III,,73,31,10,1406,50,21353.6,26124.943,,18531000000,комунальна,14722,21119544,2020,59,21119544,сумськаспецалзованашкола3ступ10менгероярадянськогосоюзуобуткамсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів №4 імені Героя України Олександра Аніщенка Сумської міської ради_x000D_
",I-III,,33,26,4,492,19,9533,11708.988,,18531000000,комунальна,14716,22975104,2020,59,22975104,сумськазагальноосвтняшкола3ступ4менгерояукраниолександраанщенкасумськах000
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів №13 ім. А.С.Мачуленка, м.Суми, Сумської області",I-III,,33,24,4,520,20,9201.3,11296.675,,18531000000,комунальна,14725,21108380,2020,59,21108380,сумськазагальноосвтняшкола3ступ13менасмачуленкамсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська спеціалізована школа I-III ступенів №9, _x000D_
м. Суми, Сумської області",I-III,,73,37,7,1347,44,20914.3,25420.224,,18531000000,комунальна,14721,14011533,2020,59,14011533,сумськаспецалзованашкола3ступ9х000dмсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"комунальна установа Сумська спеціалізована школа І-ІІІ ступенів №3 ім. генерал-лейтенанта А.Морозова м. Суми, Сумської області",I-III,,11,11,1,180,8,5672.7,7449.737,,18531000000,комунальна,14715,23049730,2020,59,23049730,сумськаспецалзованашкола3ступ3менгенераллейтенантааморозовамсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів №12 ім. Б. Берестовського, м. Суми, Сумської області",I-III,,46,24,4,881,29,13978.1,16920.932,,18531000000,комунальна,14724,21116511,2020,59,21116511,сумськазагальноосвтняшкола3ступ12менбберестовськогомсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська загальноосвітня школа _x000D_
І-ІІІ ступенів №6, м. Суми, Сумської області",I-III,,70,32,6,1305,43,19849.1,23982.356,,18531000000,комунальна,14718,14023068,2020,59,14023068,сумськазагальноосвтняшколах000d3ступ6мсумисумськаобл
Сумська область,місто,Сумська міська ТГ,"Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів №2 ім. Д.Косаренка м. Суми, Сумської області",I-III,,63,28,5,1067,35,16305.3,19927.452,,18531000000,комунальна,14714,23049664,2020,59,23049664,сумськаспецалзованашкола3ступ2мендкосаренкамсумисумськаобл
Сумська область,село,Липоводолинська селищна ТГ,"Московський навчально-виховний комплекс: Московська загальноосвітня школа І-ІІІ ступенів - Московський дошкільний навчальний заклад_x000D_
Липоводолинської селищної ради Сумської області",I-III,,9,9,1,35,5,2396.2,3666.7,,18532000000,комунальна,14547,24014877,2020,59,24014877,московськийнавчальновиховнийкомплексмосковськазагальноосвтняшкола3ступмосковськийдошкльнийнавчальнийзакладх000dлиповодолинськасумськаобл
Сумська область,село,Річківська сільська ТГ,"Річківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,14,17,2,101,10,5328.8,7052.2,,18533000000,комунальна,14321,24021604,2020,59,24021604,рчквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Сумська область,місто,Конотопська міська ТГ,"Конотопська загальноосвітня школа І-ІІІ ступенів №13_x000D_
Конотопської міської ради Сумської області",I-III,,38,22,7,484,20,10603.4,12967.096,,18534000000,комунальна,14418,24011729,2020,59,24011729,конотопськазагальноосвтняшкола3ступ13х000dконотопськасумськаобл
Сумська область,місто,Білопільська міська ТГ,Білопільська загальноосвітня школа І-ІІІ ступенів №2 ім. С.М. Гордієнка Білопільської міської ради Сумської області,I-III,,33,17,4,511,22,9228.4,11844.2,,18535000000,комунальна,14301,24021811,2020,59,24021811,блопльськазагальноосвтняшкола3ступ2менсмгорднкаблопльськасумськаобл
Сумська область,місто,Білопільська міська ТГ,"Білопільський навчально-виховний комплекc: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад №3_x000D_
Білопільської міської ради Сумської області",I-III,,13,24,1,202,11,6272.7,6720.4,,18535000000,комунальна,14302,24021900,2020,59,24021900,блопльськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзаклад3х000dблопльськасумськаобл
Сумська область,село,Синівська сільська ТГ,"Колядинецький навчально-виховний комплекс _x000D_
 Липоводолинської районної ради Сумської області",I-III,,14,11,3,62,8,3050.2,3899.73,,18536000000,комунальна,14545,24014923,2020,59,24014923,колядинецькийнавчальновиховнийкомплексх000dлиповодолинськасумськаобл
Сумська область,місто,Охтирська міська ТГ,Охтирська загальноосвітня школа І-ІІІ ступенів № 1 Охтирської міської ради,I-III,,58,20,10,960,34,15815.5,20679.2,,18537000000,комунальна,14575,22977103,2020,59,22977103,охтирськазагальноосвтняшкола3ступ1охтирськао
Тернопільська область,місто,Чортківська міська ТГ,"Чортківська гімназія імені Маркіяна Шашкевича_x000D_
Чортківської міської ради_x000D_
Тернопільської області",I-III,,48,12,9,597,21,9769.1,14398.3,,19554000000,комунальна,18523,24625621,2020,61,24625621,чортквськагмназяменмаркянашашкевичах000dчортквськах000dтернопльськаобл
Тернопільська область,село,Чортківська міська ТГ,"Білівська загальноосвітня школа І-ІІІ ступенів Чортківської міської ради Тернопільської області_x000D_
",I-III,,20,7,3,220,11,4609.9,6407.8,,19554000000,комунальна,18512,24618851,2020,61,24618851,блвськазагальноосвтняшкола3ступчортквськатернопльськаоблх000
Тернопільська область,село,Бережанська міська ТГ,Жуківська загальноосвітня школа І- ІІІ ступенів ім.Б.Лепкого Бережанської районної ради Тернопільської області,I-III,,21,14,3,146,11,5122.5,5611.5,,19548000000,комунальна,17751,24629375,2020,61,24629375,жуквськазагальноосвтняшкола3ступменблепкогобережанськатернопльськаобл
Тернопільська область,село,Саранчуківська сільська ТГ,"Слов'ятинський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" _x000D_
Бережанської районної ради Тернопільської області",I-III,,20,15,0,109,11,3826.9,4600,,19537000000,комунальна,17760,24629547,2020,61,24629547,словятинськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000dбережанськатернопльськаобл
Тернопільська область,село,Іване-Пустенська сільська ТГ,"Гермаківська загальноосвітня школа І-ІІІ ступенів_x000D_
",I-III,,29,16,5,150,11,5682.2,6455,,19559000000,комунальна,17798,24620807,2020,61,24620807,гермаквськазагальноосвтняшкола3ступх000
Тернопільська область,місто,Бучацька міська ТГ,Бучацький ліцей,I-III,,17,8,7,148,7,3602.4,4522.8,,19555000000,комунальна,17867,24623303,2020,61,44797264,бучацькийлце
Тернопільська область,село,Бучацька міська ТГ,Порохівська загальноосвітня школа І-ІІІ ступенів Бучацького району Тернопільської області,I-III,,23,7,2,123,11,3729.1,5074.6,,19555000000,комунальна,17861,24623183,2020,61,24623183,порохвськазагальноосвтняшкола3ступтернопльськаобл
Тернопільська область,село,Товстенська селищна ТГ,"Загальноосвітня школа I-III ступенів с. Поділля _x000D_
Заліщицький район Тернопільська область",I-III,,19,11,5,138,10,6551.6,8608.1,,19542000000,комунальна,17968,24625207,2020,61,24625207,загальноосвтняшкола3ступсподллях000dтернопльськаобл
Тернопільська область,село,Збаразька міська ТГ,"_x000D_
Стриївська загальноосвітня школа І-ІІІ ступенів Стриївської сільської ради_x000D_
Збаразького району Тернопільської області_x000D_
",I-III,,20,11,5,105,10,3886.5,4647.6,,19558000000,комунальна,18040,23593126,2020,61,23593126,х000dстривськазагальноосвтняшкола3ступстривськах000dтернопльськаоблх000
Тернопільська область,село,Збаразька міська ТГ,Доброводівська загальноосвітня школа І-ІІІ ступенів Доброводівської сільської ради Збаразького району Тернопільської області,I-III,,33,18,6,227,11,7028.9,7953.9,опорна,19558000000,комунальна,18029,42422060,2020,61,21146937,доброводвськазагальноосвтняшкола3ступдоброводвськатернопльськаобл
Тернопільська область,село,Білецька сільська ТГ,"Загальноосвітня школа І-ІІІ ступенів села Мшанця Зборівського району Тернопільської області_x000D_
",I-III,,19,16,3,136,11,3777.6,5300,,19543000000,комунальна,18069,23589426,2020,61,23589426,загальноосвтняшкола3ступсмшанцятернопльськаоблх000
Тернопільська область,село,Підгороднянська сільська ТГ,"В.Ходачківська загальноосвітня школа І-ІІІ ступенів, Великоходачківської сільської ради, Козівського району, Тернопільської області",I-III,,22,11,7,149,11,3675.8,4393.07,,19564000000,комунальна,18126,24626916,2020,61,24626916,входачквськазагальноосвтняшкола3ступвеликоходачквськатернопльськаобл
Тернопільська область,село,Козівська селищна ТГ,Конюхівська загальноосвітня школа І-ІІІ ступенів Козівської районної ради Тернопільської області,I-III,,20,16,6,132,11,3737.7,4757.1,,19560000000,комунальна,18130,24626879,2020,61,24626879,конюхвськазагальноосвтняшкола3ступкозвськатернопльськаобл
Тернопільська область,село,Козівська селищна ТГ,Ценівська загальноосвітня школа І-ІІІ ступенів Козівської районної ради Тернопільської області,I-III,,18,12,5,101,10,3818.8,4725.2,,19560000000,комунальна,18134,24626833,2020,61,24626833,ценвськазагальноосвтняшкола3ступкозвськатернопльськаобл
Тернопільська область,місто,Козівська селищна ТГ,Козівська державна українська гімназія ім. В. Герети,I-III,,35,15,9,307,14,7344.7,8901.5,,19560000000,комунальна,18120,21165372,2020,61,21165372,козвськадержавнаукранськагмназяменвгерет
Тернопільська область,село,Козівська селищна ТГ,Олесинська загальноосвітня школа І-ІІІ ступенів Козівської районної ради Тернопільської області,I-III,,17,12,4,68,9,2595.6,3319.4,,19560000000,комунальна,18132,24626856,2020,61,24626856,олесинськазагальноосвтняшкола3ступкозвськатернопльськаобл
Тернопільська область,село,Козівська селищна ТГ,"Будилівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад""_x000D_
Козівської районної ради Тернопільської області",I-III,,14,7,3,33,3,2223.9,2431.8,,19560000000,комунальна,18125,24626922,2020,61,24626922,будилвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000dкозвськатернопльськаобл
Тернопільська область,село,Козівська селищна ТГ,Городищенська загальноосвітня школа І-ІІІ ступенів Козівської районної ради Тернопільської області,I-III,,26,11,5,179,11,4891.7,5867.9,,19560000000,комунальна,18127,24626902,2020,61,24626902,городищенськазагальноосвтняшкола3ступкозвськатернопльськаобл
Тернопільська область,село,Козівська селищна ТГ,Глинська загальноосвітня школа І-ІІІ ступенів Глинської сільської ради Козівського району Тернопільської області,I-III,,18,10,3,68,8,3199,3606.6,,19560000000,комунальна,18128,24626891,2020,61,24626891,глинськазагальноосвтняшкола3ступглинськатернопльськаобл
Тернопільська область,місто,Козівська селищна ТГ,"Козівська загальноосвітня школа І-ІІІ ступенів №1_x000D_
",I-III,,56,28,9,568,28,12065.3,14456.8,опорна,19560000000,комунальна,18121,24626968,2020,61,24626968,козвськазагальноосвтняшкола3ступ1х000
Тернопільська область,село,Козівська селищна ТГ,Кальненська загальноосвітня школа І-ІІІ ступенів Козівського району Тернопільської області,I-III,,26,16,4,105,11,4365.2,4935.2,,19560000000,комунальна,18129,24626885,2020,61,24626885,кальненськазагальноосвтняшкола3ступтернопльськаобл
Тернопільська область,місто,Козівська селищна ТГ,Козівська загальноосвітня школа І-ІІІ ступенів №2 Козівської районної ради Тернопільської області,I-III,,33,22,0,221,12,7739.4,8731.4,,19560000000,комунальна,18122,24626951,2020,61,24626951,козвськазагальноосвтняшкола3ступ2козвськатернопльськаобл
Тернопільська область,село,Почаївська міська ТГ,"НВК ""Ридомильська ЗОШ І-ІІІ ступенів-ДНЗ Кременецької районної ради Тернопільської області""",I-III,,25,15,5,242,13,6628.8,8080.5,,19521000000,комунальна,18208,23591080,2020,61,23591080,навчальновиховнийкомплексридомильськазагальноосвтняшкола3ступднзкременецькатернопльськаобл
Тернопільська область,село,Кременецька міська ТГ,Дунаївська загальноосвітня школа І-ІІІ ст. ім. Героя України Олександра Капіноса,I-III,,25,9,3,211,12,4917.5,6033.1,,19561000000,комунальна,18204,23591096,2020,61,23591096,дунавськазагальноосвтняшкола3ступменгерояукраниолександракапнос
Тернопільська область,місто,Кременецька міська ТГ,Кременецький ліцей імені У. Самчука,I-III,,30,18,2,270,12,8758.3,8982.7,,19561000000,комунальна,18192,14049079,2020,61,14049079,кременецькийлцейменусамчук
Тернопільська область,село,Борсуківська сільська ТГ,Снігурівська загальноосвітня школа І-ІІІ ступенів,I-III,,19,13,3,142,11,3896.5,5649.2,,19532000000,комунальна,18220,24622367,2020,61,24622367,снгурвськазагальноосвтняшкола3ступен
Тернопільська область,село,Монастириська міська ТГ,"Висоцька загальноосвітня школа I-III ступенів_x000D_
Монастириського району_x000D_
Тернопільської області",I-III,,18,14,5,145,11,3847.6,5001.88,,19546000000,комунальна,18264,23593741,2020,61,23593741,висоцьказагальноосвтняшкола3ступх000dмонастириськогоух000dтернопльськаобл
Тернопільська область,село,Микулинецька селищна ТГ,Струсівська загальноосвітня школа І-ІІІ ступенів ім. Степана Будного,I-III,,24,15,4,154,11,6083,7758.9,,19516000000,комунальна,18368,23596113,2020,61,23596113,струсвськазагальноосвтняшкола3ступменстепанабудног
Тернопільська область,село,Великобірківська селищна ТГ,Комунальний заклад Малоходачківська загальноосвітня школа І-ІІІ ступенів Тернопільської районної ради Тернопільської області,I-III,,15,6,3,111,10,3970.3,5218.7,,19550000000,комунальна,18491,24624691,2020,61,24624691,малоходачквськазагальноосвтняшкола3ступтернопльськатернопльськаобл
Тернопільська область,місто,Великобірківська селищна ТГ,"Комунальний заклад навчально-виховний комплекс ""Великобірківська загальноосвітня школа І-ІІІ ступенів-гімназія ім. Степана Балея""",I-III,,40,22,6,479,23,11928.7,12552.7,,19550000000,комунальна,18486,22605809,2020,61,22605809,навчальновиховнийкомплексвеликобрквськазагальноосвтняшкола3ступгмназяменстепанабале
Тернопільська область,село,Білобожницька сільська ТГ,Базарська загальноосвітня школа І-ІІІ ступенів,I-III,,19,8,8,61,9,3218.2,4121.4,,19502000000,комунальна,18511,24618839,2020,61,24618839,базарськазагальноосвтняшкола3ступен
Тернопільська область,село,Колиндянська сільська ТГ,Пробіжнянська загальноосвітня школа І-ІІІ ступенів Чортківської районної ради Тернопільської області,I-III,,20,11,5,133,11,4041.2,5327.8,,19511000000,комунальна,18519,24618905,2020,61,24618905,пробжнянськазагальноосвтняшкола3ступчортквськатернопльськаобл
Тернопільська область,село,Нагірянська сільська ТГ,Улашківська загальноосвітня школа І-ІІІ ступенів,I-III,,19,16,4,105,11,4205.6,4611.6,,19562000000,комунальна,18521,24618928,2020,61,24618928,улашквськазагальноосвтняшкола3ступен
Тернопільська область,село,Нагірянська сільська ТГ,Ягільницька загальноосвітня школа І - ІІІ ступенів,I-III,,18,12,1,170,11,4627.3,6162.5,,19562000000,комунальна,18522,24618940,2020,61,24618940,ягльницьказагальноосвтняшкола3ступен
Тернопільська область,село,Чортківська міська ТГ,"Горішньовигнанський навчально-виховний комплекс ""заклад загальної середньщї освіти І - ІІІ ступенів - заклад дошкільної освіти"" Чортківської міської ради Тернопільської областіі",I-III,,19,7,1,116,11,3192.8,5410.6,,19554000000,комунальна,18515,24618868,2020,61,24618868,горшньовигнанськийнавчальновиховнийкомплексзакладзагальнасередньщосвти3ступзакладдошкльнаосвтичортквськатернопльськаобл
Тернопільська область,село,Великодедеркальська сільська ТГ,"Великозагайцівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,19,13,3,147,11,3855.4,5505.4,,19533000000,комунальна,18567,24630757,2020,61,24630757,великозагайцвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Тернопільська область,село,Васильковецька сільська ТГ,Загальноосвітня школа І-ІІІ ступенів с. Нижбірок,I-III,,27,14,2,166,11,5628.5,7079.1,,19503000000,комунальна,17923,23594858,2020,61,23594858,загальноосвтняшкола3ступснижбро
Тернопільська область,село,Васильковецька сільська ТГ,Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням інформаційних технологій та технологічних дисциплін с. Васильківці,I-III,,22,16,0,160,11,5425.1,6823.2,,19503000000,комунальна,17915,23594597,2020,61,23594597,спецалзованашкола3ступзпоглибленимвивченямнформацйнихтехнологйтатехнологчнихдисциплнсвасильквц
Тернопільська область,село,Великогаївська сільська ТГ,Навчально-виховний комплекс “Загальноосвітня школа І-ІІІ ст.-дошкільний навчальний заклад с. Великі Гаї” Великогаївської сільської ради Тернопільської області,I-III,,52,24,9,474,27,13308,17932.3,опорна,19504000000,комунальна,18487,21166118,2020,61,21166118,навчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладсвеликга”великогавськатернопльськаобл
Тернопільська область,село,Золотниківська сільська ТГ,Золотниківська загальноосвітня школа І-ІІІ ступенів,I-III,,17,20,3,159,11,5968.8,7241.4,,19507000000,комунальна,18361,23595869,2020,61,23595869,золотниквськазагальноосвтняшкола3ступен
Тернопільська область,село,Золотопотіцька селищна ТГ,Соколівська загальноосвітня школа І-ІІІ ступенів,I-III,,26,16,5,265,14,9443.1,9799.4,,19508000000,комунальна,17864,24623154,2020,61,24623154,соколвськазагальноосвтняшкола3ступен
Тернопільська область,село,Іванівська сільська ТГ,Ілавченська загальноосвітня школа І-ІІІ ступенів,I-III,,20,12,2,111,11,4139.9,4950,,19509000000,комунальна,18364,23596889,2020,61,23596389,лавченськазагальноосвтняшкола3ступен
Тернопільська область,село,Іванівська сільська ТГ,Іванівська загальноосвітня школа І-ІІІ ступенів,I-III,,19,11,1,115,11,4053,4958.2,,19509000000,комунальна,18363,37624934,2020,61,24619750,ванвськазагальноосвтняшкола3ступен
Тернопільська область,село,Колиндянська сільська ТГ,Великочорнокінецька загальноосвітня школа І-ІІІ ступенів Колиндянської сільської ради Тернопільської області,I-III,,18,11,6,146,11,4381.4,4965.9,,19511000000,комунальна,18514,24618934,2020,61,24618934,великочорнокнецьказагальноосвтняшкола3ступколиндянськатернопльськаобл
Тернопільська область,місто,Коропецька селищна ТГ,Коропецька загальноосвітня школа І-ІІІ ступенів імені Марка Каганця Коропецької селищної ради,I-III,,31,18,6,250,12,7295.6,8720,,19513000000,комунальна,18268,23593505,2020,61,23593505,коропецьказагальноосвтняшкола3ступменмаркакаганцякоропецькао
Тернопільська область,село,Мельнице-Подільська селищна ТГ,Кудринецький заклад загальної середньої освітиІ-ІІІ ступенів,I-III,,22,10,8,174,11,3992.877,6058.673,,19515000000,комунальна,17806,24620888,2020,61,24620888,кудринецький3ступен
Тернопільська область,село,Мельнице-Подільська селищна ТГ,Горошівська загальноосвітня школа І- ІІІ ступенів,I-III,,25,11,1,186,11,4369.084,6324.474,,19515000000,комунальна,17800,24620823,2020,61,24620823,горошвськазагальноосвтняшкола3ступен
Тернопільська область,місто,Почаївська міська ТГ,Опорний заклад Почаївська загальноосвітня школа І-ІІІ ступенів,I-III,,101,42,14,1478,56,30107.1,36727.1,опорна,19521000000,комунальна,18198,23591156,2020,61,23591156,опорнийзакладпочавськазагальноосвтняшкола3ступен
Тернопільська область,село,Скалатська міська ТГ,Колодіївська загальноосвітня школа І-ІІІ супенів Скалатської міської ради Підволочиського району Тернопільської області,I-III,,22,12,4,137,11,4738.5,5770.3,,19523000000,комунальна,18287,24619721,2020,61,24619721,колодвськазагальноосвтняшкола3супенвскалатськатернопльськаобл
Тернопільська область,місто,Теребовлянська міська ТГ,"“Теребовлянська загальноосвітня школа I-III ступенів № 2”, що знаходиться в комунальній власності Теребовлянської міської ради",I-III,,31,20,6,462,20,8354.4,11205,,19525000000,комунальна,18370,24618748,2020,61,24618748,теребовлянськазагальноосвтняшкола3ступ2”щознаходитьсявкомунальнйвласносттеребовлянськао
Тернопільська область,село,Теребовлянська міська ТГ,опорний заклад Лошнівська загальноосвітня школа І-ІІІ ступенів Теребовлянської міської ради,I-III,,43,26,8,231,23,9411.1,9888.5,опорна,19525000000,комунальна,18366,23595906,2020,61,23595906,опорнийзакладлошнвськазагальноосвтняшкола3ступтеребовлянськао
Тернопільська область,село,Шумська міська ТГ,"Тилявський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад""_x000D_
",I-III,,16,13,1,74,10,3739,4750.6,,19526000000,комунальна,18571,24630792,2020,61,24630792,тилявськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000
Тернопільська область,місто,Гримайлівська селищна ТГ,"Загальноосвітня школа І-ІІІ ступенів ім. Пулюя смт. Гримайлів_x000D_
Гусятинського району_x000D_
Тернопільської області",I-III,,26,26,4,269,15,8663.671,10194.384,опорна,19529000000,комунальна,17910,23594887,2020,61,23594887,загальноосвтняшкола3ступменпулюясмтгримайлвх000dгусятинськогоух000dтернопльськаобл
Тернопільська область,село,Васильковецька сільська ТГ,"Загальноосвітня школа І-ІІІ ступенів с.Коцюбинці Гусятинського району, Тернопільської області",I-III,,21,13,1,184,11,6084,7846.7,,19503000000,комунальна,17919,23594841,2020,61,23594841,загальноосвтняшкола3ступскоцюбинцтернопльськаобл
