regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,pupilswithpreschool,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Дніпропетровська область,село,Криворізький Район,"Опорний комунальний навчальний заклад  ""Надеждівський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)""",I-III,,48,36,10,303,366,24,11273.615999999998,14226.279999999999,опорна,4305200000,комунальна,3823,20208760,2019,12,20208760,опорнийкомунальнийнавчальнийзакладнадеждвськийнавчальновиховнийкомплек
Дніпропетровська область,село,Криворізький Район,"Комунальний навчальний заклад ""Красівський навчально-виховний комплекс (загальноосвітня школа І - ІІІ ступенів-дошкільний навчальний заклад)""",I-III,,23,22,6,237,258,11,6863.67,9091.359,ні,4305200000,комунальна,3331,19146574,2019,12,19146574,комунальнийнавчальнийзакладкрасвськийнавчальновиховнийкомплек
Дніпропетровська область,село,Криворізький Район,"Комунальний навчальний заклад ""Недайводський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)""",I-III,,18,19,1,95,124,11,5239.932,6075.48,ні,4305200000,комунальна,3751,19145824,2019,12,19145824,комунальнийнавчальнийзакладнедайводськийнавчальновиховнийкомплек
Дніпропетровська область,село,Криворізький Район,"Комунальний навчальний заклад ""Новопільський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступеня - дошкільний навчальний заклад)"" ",I-III,,32,15,8,314,333,17,7692.425,9322.116,ні,4305200000,комунальна,3832,19154639,2019,12,19154639,комунальнийнавчальнийзакладновопльськийнавчальновиховнийкомплек
Дніпропетровська область,село,Криворізький Район,"Комунальний навчальний заклад ""Радіонівська загальноосвітня школа І-ІІІ ступенів""",I-III,,19,13,3,90,90,11,4846.287,6713.8,ні,4305200000,комунальна,2867,23024612,2019,12,23024612,комунальнийнавчальнийзакладрадонвськазагальноосвтняшкола3ступен
Дніпропетровська область,село,Криворізький Район,"Комунальний навчальний заклад ""Червонозабійницька загальноосвітня школа І-ІІІ ступенів""",I-III,,22,12,6,170,170,11,4879.805,5391.439,ні,4305200000,комунальна,3833,20207720,2019,12,20207720,комунальнийнавчальнийзакладчервонозабйницьказагальноосвтняшкола3ступен
Дніпропетровська область,село,Криничанський Район,"Степанівський навчально-виховний комплекс"" Степанівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Криничанського району Дніпропетровської області",I-III,,21,22,6,161,177,11,5898.47692,6337.088,ні,4306200000,комунальна,3019,24242498,2019,12,24242498,степанвськийнавчальновиховнийкомплексстепанвськазагальноосвтняшкола3ступдошкльнийнавчальнийзакладднпропетровськаобл
Дніпропетровська область,село,Криничанський Район,Семенівська середня загальноосвітня школа Криничанського райну Дніпропетровської області,I-III,,20,12,2,106,106,11,4545.96919,5121.889,ні,4306200000,комунальна,2795,25534719,2019,12,25534719,семенвськасереднязагальноосвтняшколакриничанськогорайнуднпропетровськаобл
Дніпропетровська область,село,Криничанський Район,Гуляйпільська середня загальноосвітня школа,I-III,,22,13,5,143,143,11,5101.82872,5529.969,ні,4306200000,комунальна,2963,23068319,2019,12,23068319,гуляйпльськасереднязагальноосвтняшкол
Дніпропетровська область,місто,Магдалинівський Район,Магдалинівська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області,I-III,,84,51,19,824,824,41,20823.530000000002,23162.08,опорна,4307200000,комунальна,2803,26328560,2019,12,26328560,магдалинвськазагальнооосвтняшколамагдалинвськаднпропетровськаобл
Дніпропетровська область,село,Магдалинівський Район,Гупалівська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області,I-III,,17,9,7,121,121,11,4094.83,4439.22,ні,4307200000,комунальна,3378,26328583,2019,12,26328583,гупалвськазагальнооосвтняшколамагдалинвськаднпропетровськаобл
